in s,C1 in V
-2.7511857E+01,4.265503E-01
-2.7511399E+01,4.270527E-01
-2.7510941E+01,4.244589E-01
-2.7510483E+01,4.255182E-01
-2.7510026E+01,4.253552E-01
-2.7509568E+01,4.245132E-01
-2.7509110E+01,4.261293E-01
-2.7508652E+01,4.244317E-01
-2.7508195E+01,4.261293E-01
-2.7507737E+01,4.264552E-01
-2.7507279E+01,4.280984E-01
-2.7506821E+01,4.258441E-01
-2.7506364E+01,4.263737E-01
-2.7505906E+01,4.244182E-01
-2.7505448E+01,4.262108E-01
-2.7504990E+01,4.261293E-01
-2.7504533E+01,4.258305E-01
-2.7504075E+01,4.242144E-01
-2.7503617E+01,4.260750E-01
-2.7503159E+01,4.275688E-01
-2.7502701E+01,4.237120E-01
-2.7502244E+01,4.247848E-01
-2.7501786E+01,4.272564E-01
-2.7501328E+01,4.273379E-01
-2.7500870E+01,4.275009E-01
-2.7500413E+01,4.242823E-01
-2.7499955E+01,4.255453E-01
-2.7499497E+01,4.276638E-01
-2.7499039E+01,4.260478E-01
-2.7498582E+01,4.251243E-01
-2.7498124E+01,4.274601E-01
-2.7497666E+01,4.280984E-01
-2.7497208E+01,4.283836E-01
-2.7496750E+01,4.258712E-01
-2.7496293E+01,4.252737E-01
-2.7495835E+01,4.262515E-01
-2.7495377E+01,4.268490E-01
-2.7494919E+01,4.265367E-01
-2.7494462E+01,4.279490E-01
-2.7494004E+01,4.265638E-01
-2.7493546E+01,4.280984E-01
-2.7493088E+01,4.254774E-01
-2.7492631E+01,4.266589E-01
-2.7492173E+01,4.276638E-01
-2.7491715E+01,4.266996E-01
-2.7491257E+01,4.253959E-01
-2.7490799E+01,4.257083E-01
-2.7490342E+01,4.268762E-01
-2.7489884E+01,4.259935E-01
-2.7489426E+01,4.269713E-01
-2.7488968E+01,4.261972E-01
-2.7488511E+01,4.289811E-01
-2.7488053E+01,4.274873E-01
-2.7487595E+01,4.253280E-01
-2.7487137E+01,4.255589E-01
-2.7486680E+01,4.284243E-01
-2.7486222E+01,4.280305E-01
-2.7485764E+01,4.292799E-01
-2.7485306E+01,4.277318E-01
-2.7484848E+01,4.282614E-01
-2.7484391E+01,4.287910E-01
-2.7483933E+01,4.251515E-01
-2.7483475E+01,4.266996E-01
-2.7483017E+01,4.288589E-01
-2.7482560E+01,4.275280E-01
-2.7482102E+01,4.250157E-01
-2.7481644E+01,4.243910E-01
-2.7481186E+01,4.259120E-01
-2.7480729E+01,4.267675E-01
-2.7480271E+01,4.258441E-01
-2.7479813E+01,4.275416E-01
-2.7479355E+01,4.292256E-01
-2.7478898E+01,4.282206E-01
-2.7478440E+01,4.275959E-01
-2.7477982E+01,4.255861E-01
-2.7477524E+01,4.266996E-01
-2.7477066E+01,4.283564E-01
-2.7476609E+01,4.265503E-01
-2.7476151E+01,4.279490E-01
-2.7475693E+01,4.277046E-01
-2.7475235E+01,4.291713E-01
-2.7474778E+01,4.263194E-01
-2.7474320E+01,4.258984E-01
-2.7473862E+01,4.263466E-01
-2.7473404E+01,4.289404E-01
-2.7472947E+01,4.275009E-01
-2.7472489E+01,4.261700E-01
-2.7472031E+01,4.283700E-01
-2.7471573E+01,4.275824E-01
-2.7471115E+01,4.270392E-01
-2.7470658E+01,4.262243E-01
-2.7470200E+01,4.279083E-01
-2.7469742E+01,4.283157E-01
-2.7469284E+01,4.281392E-01
-2.7468827E+01,4.263194E-01
-2.7468369E+01,4.279490E-01
-2.7467911E+01,4.276503E-01
-2.7467453E+01,4.276095E-01
-2.7466996E+01,4.265774E-01
-2.7466538E+01,4.277997E-01
-2.7466080E+01,4.282614E-01
-2.7465622E+01,4.263194E-01
-2.7465164E+01,4.262515E-01
-2.7464707E+01,4.257762E-01
-2.7464249E+01,4.274194E-01
-2.7463791E+01,4.256268E-01
-2.7463333E+01,4.262515E-01
-2.7462876E+01,4.310046E-01
-2.7462418E+01,4.277589E-01
-2.7461960E+01,4.255453E-01
-2.7461502E+01,4.266725E-01
-2.7461045E+01,4.276503E-01
-2.7460587E+01,4.283157E-01
-2.7460129E+01,4.262787E-01
-2.7459671E+01,4.265095E-01
-2.7459213E+01,4.251515E-01
-2.7458756E+01,4.269305E-01
-2.7458298E+01,4.259663E-01
-2.7457840E+01,4.279355E-01
-2.7457382E+01,4.281527E-01
-2.7456925E+01,4.267947E-01
-2.7456467E+01,4.248527E-01
-2.7456009E+01,4.278947E-01
-2.7455551E+01,4.280305E-01
-2.7455094E+01,4.240107E-01
-2.7454636E+01,4.265231E-01
-2.7454178E+01,4.284787E-01
-2.7453720E+01,4.285873E-01
-2.7453262E+01,4.263330E-01
-2.7452805E+01,4.272700E-01
-2.7452347E+01,4.273515E-01
-2.7451889E+01,4.270392E-01
-2.7451431E+01,4.275280E-01
-2.7450974E+01,4.259935E-01
-2.7450516E+01,4.276910E-01
-2.7450058E+01,4.264416E-01
-2.7449600E+01,4.242416E-01
-2.7449143E+01,4.250972E-01
-2.7448685E+01,4.255182E-01
-2.7448227E+01,4.268626E-01
-2.7447769E+01,4.249885E-01
-2.7447312E+01,4.268219E-01
-2.7446854E+01,4.240515E-01
-2.7446396E+01,4.268626E-01
-2.7445938E+01,4.246354E-01
-2.7445480E+01,4.249885E-01
-2.7445023E+01,4.270256E-01
-2.7444565E+01,4.284651E-01
-2.7444107E+01,4.244589E-01
-2.7443649E+01,4.249206E-01
-2.7443192E+01,4.259799E-01
-2.7442734E+01,4.269169E-01
-2.7442276E+01,4.253145E-01
-2.7441818E+01,4.280169E-01
-2.7441361E+01,4.267947E-01
-2.7440903E+01,4.271750E-01
-2.7440445E+01,4.241465E-01
-2.7439987E+01,4.241465E-01
-2.7439529E+01,4.263737E-01
-2.7439072E+01,4.258984E-01
-2.7438614E+01,4.254231E-01
-2.7438156E+01,4.255725E-01
-2.7437698E+01,4.247984E-01
-2.7437241E+01,4.269034E-01
-2.7436783E+01,4.233589E-01
-2.7436325E+01,4.242688E-01
-2.7435867E+01,4.266589E-01
-2.7435410E+01,4.247984E-01
-2.7434952E+01,4.250564E-01
-2.7434494E+01,4.255589E-01
-2.7434036E+01,4.249478E-01
-2.7433578E+01,4.267811E-01
-2.7433121E+01,4.247441E-01
-2.7432663E+01,4.241737E-01
-2.7432205E+01,4.260614E-01
-2.7431747E+01,4.244861E-01
-2.7431290E+01,4.248120E-01
-2.7430832E+01,4.242144E-01
-2.7430374E+01,4.244453E-01
-2.7429916E+01,4.261700E-01
-2.7429459E+01,4.258033E-01
-2.7429001E+01,4.252058E-01
-2.7428543E+01,4.267947E-01
-2.7428085E+01,4.264552E-01
-2.7427627E+01,4.284243E-01
-2.7427170E+01,4.247984E-01
-2.7426712E+01,4.249342E-01
-2.7426254E+01,4.263466E-01
-2.7425796E+01,4.241873E-01
-2.7425339E+01,4.246626E-01
-2.7424881E+01,4.266317E-01
-2.7424423E+01,4.259256E-01
-2.7423965E+01,4.265638E-01
-2.7423508E+01,4.250972E-01
-2.7423050E+01,4.245811E-01
-2.7422592E+01,4.264824E-01
-2.7422134E+01,4.250700E-01
-2.7421677E+01,4.245947E-01
-2.7421219E+01,4.254638E-01
-2.7420761E+01,4.259256E-01
-2.7420303E+01,4.248527E-01
-2.7419845E+01,4.253280E-01
-2.7419388E+01,4.268219E-01
-2.7418930E+01,4.286552E-01
-2.7418472E+01,4.277997E-01
-2.7418014E+01,4.264552E-01
-2.7417557E+01,4.270256E-01
-2.7417099E+01,4.274058E-01
-2.7416641E+01,4.283429E-01
-2.7416183E+01,4.247984E-01
-2.7415726E+01,4.273515E-01
-2.7415268E+01,4.262243E-01
-2.7414810E+01,4.274466E-01
-2.7414352E+01,4.247984E-01
-2.7413894E+01,4.247033E-01
-2.7413437E+01,4.295651E-01
-2.7412979E+01,4.263058E-01
-2.7412521E+01,4.253145E-01
-2.7412063E+01,4.242416E-01
-2.7411606E+01,4.268219E-01
-2.7411148E+01,4.256132E-01
-2.7410690E+01,4.277182E-01
-2.7410232E+01,4.250700E-01
-2.7409775E+01,4.278132E-01
-2.7409317E+01,4.273108E-01
-2.7408859E+01,4.277318E-01
-2.7408401E+01,4.255046E-01
-2.7407943E+01,4.278811E-01
-2.7407486E+01,4.279898E-01
-2.7407028E+01,4.253416E-01
-2.7406570E+01,4.283700E-01
-2.7406112E+01,4.287503E-01
-2.7405655E+01,4.273922E-01
-2.7405197E+01,4.271885E-01
-2.7404739E+01,4.264824E-01
-2.7404281E+01,4.270935E-01
-2.7403824E+01,4.267811E-01
-2.7403366E+01,4.262922E-01
-2.7402908E+01,4.265910E-01
-2.7402450E+01,4.267404E-01
-2.7401992E+01,4.258033E-01
-2.7401535E+01,4.249749E-01
-2.7401077E+01,4.270120E-01
-2.7400619E+01,4.282614E-01
-2.7400161E+01,4.282342E-01
-2.7399704E+01,4.265503E-01
-2.7399246E+01,4.272021E-01
-2.7398788E+01,4.279898E-01
-2.7398330E+01,4.275552E-01
-2.7397873E+01,4.258441E-01
-2.7397415E+01,4.285873E-01
-2.7396957E+01,4.287231E-01
-2.7396499E+01,4.277046E-01
-2.7396041E+01,4.269848E-01
-2.7395584E+01,4.275009E-01
-2.7395126E+01,4.285058E-01
-2.7394668E+01,4.277318E-01
-2.7394210E+01,4.286416E-01
-2.7393753E+01,4.258441E-01
-2.7393295E+01,4.281663E-01
-2.7392837E+01,4.277589E-01
-2.7392379E+01,4.279626E-01
-2.7391922E+01,4.246898E-01
-2.7391464E+01,4.284108E-01
-2.7391006E+01,4.279626E-01
-2.7390548E+01,4.283836E-01
-2.7390091E+01,4.260342E-01
-2.7389633E+01,4.280848E-01
-2.7389175E+01,4.283700E-01
-2.7388717E+01,4.281799E-01
-2.7388259E+01,4.271885E-01
-2.7387802E+01,4.268083E-01
-2.7387344E+01,4.262379E-01
-2.7386886E+01,4.249885E-01
-2.7386428E+01,4.266861E-01
-2.7385971E+01,4.263466E-01
-2.7385513E+01,4.277997E-01
-2.7385055E+01,4.284922E-01
-2.7384597E+01,4.259799E-01
-2.7384140E+01,4.289947E-01
-2.7383682E+01,4.284787E-01
-2.7383224E+01,4.262787E-01
-2.7382766E+01,4.260614E-01
-2.7382308E+01,4.260206E-01
-2.7381851E+01,4.282071E-01
-2.7381393E+01,4.282071E-01
-2.7380935E+01,4.277861E-01
-2.7380477E+01,4.260206E-01
-2.7380020E+01,4.269577E-01
-2.7379562E+01,4.273922E-01
-2.7379104E+01,4.257354E-01
-2.7378646E+01,4.264552E-01
-2.7378189E+01,4.267404E-01
-2.7377731E+01,4.273243E-01
-2.7377273E+01,4.250293E-01
-2.7376815E+01,4.269034E-01
-2.7376357E+01,4.257762E-01
-2.7375900E+01,4.273515E-01
-2.7375442E+01,4.272429E-01
-2.7374984E+01,4.266996E-01
-2.7374526E+01,4.285058E-01
-2.7374069E+01,4.255725E-01
-2.7373611E+01,4.259663E-01
-2.7373153E+01,4.261157E-01
-2.7372695E+01,4.278132E-01
-2.7372238E+01,4.283700E-01
-2.7371780E+01,4.267675E-01
-2.7371322E+01,4.295651E-01
-2.7370864E+01,4.283293E-01
-2.7370406E+01,4.263737E-01
-2.7369949E+01,4.246219E-01
-2.7369491E+01,4.276910E-01
-2.7369033E+01,4.268898E-01
-2.7368575E+01,4.231959E-01
-2.7368118E+01,4.273922E-01
-2.7367660E+01,4.265231E-01
-2.7367202E+01,4.244996E-01
-2.7366744E+01,4.251379E-01
-2.7366287E+01,4.250157E-01
-2.7365829E+01,4.280441E-01
-2.7365371E+01,4.274194E-01
-2.7364913E+01,4.239157E-01
-2.7364456E+01,4.256675E-01
-2.7363998E+01,4.259935E-01
-2.7363540E+01,4.268083E-01
-2.7363082E+01,4.266453E-01
-2.7362624E+01,4.261157E-01
-2.7362167E+01,4.292392E-01
-2.7361709E+01,4.280848E-01
-2.7361251E+01,4.270663E-01
-2.7360793E+01,4.230465E-01
-2.7360336E+01,4.261972E-01
-2.7359878E+01,4.253552E-01
-2.7359420E+01,4.264824E-01
-2.7358962E+01,4.242823E-01
-2.7358505E+01,4.247169E-01
-2.7358047E+01,4.271614E-01
-2.7357589E+01,4.243503E-01
-2.7357131E+01,4.238478E-01
-2.7356673E+01,4.259527E-01
-2.7356216E+01,4.264145E-01
-2.7355758E+01,4.269984E-01
-2.7355300E+01,4.245811E-01
-2.7354842E+01,4.257762E-01
-2.7354385E+01,4.262243E-01
-2.7353927E+01,4.259527E-01
-2.7353469E+01,4.248935E-01
-2.7353011E+01,4.258169E-01
-2.7352554E+01,4.278676E-01
-2.7352096E+01,4.261429E-01
-2.7351638E+01,4.241601E-01
-2.7351180E+01,4.236441E-01
-2.7350722E+01,4.267811E-01
-2.7350265E+01,4.259663E-01
-2.7349807E+01,4.247169E-01
-2.7349349E+01,4.270256E-01
-2.7348891E+01,4.272429E-01
-2.7348434E+01,4.268490E-01
-2.7347976E+01,4.246490E-01
-2.7347518E+01,4.254095E-01
-2.7347060E+01,4.275959E-01
-2.7346603E+01,4.269713E-01
-2.7346145E+01,4.261021E-01
-2.7345687E+01,4.254774E-01
-2.7345229E+01,4.250564E-01
-2.7344771E+01,4.261972E-01
-2.7344314E+01,4.246490E-01
-2.7343856E+01,4.248391E-01
-2.7343398E+01,4.261429E-01
-2.7342940E+01,4.268762E-01
-2.7342483E+01,4.249478E-01
-2.7342025E+01,4.236712E-01
-2.7341567E+01,4.257219E-01
-2.7341109E+01,4.232910E-01
-2.7340652E+01,4.266589E-01
-2.7340194E+01,4.248663E-01
-2.7339736E+01,4.273515E-01
-2.7339278E+01,4.277318E-01
-2.7338820E+01,4.251922E-01
-2.7338363E+01,4.266861E-01
-2.7337905E+01,4.276095E-01
-2.7337447E+01,4.249478E-01
-2.7336989E+01,4.282478E-01
-2.7336532E+01,4.255589E-01
-2.7336074E+01,4.260750E-01
-2.7335616E+01,4.265774E-01
-2.7335158E+01,4.244046E-01
-2.7334701E+01,4.258441E-01
-2.7334243E+01,4.260614E-01
-2.7333785E+01,4.248799E-01
-2.7333327E+01,4.255725E-01
-2.7332870E+01,4.254231E-01
-2.7332412E+01,4.259120E-01
-2.7331954E+01,4.257898E-01
-2.7331496E+01,4.245947E-01
-2.7331038E+01,4.251787E-01
-2.7330581E+01,4.279083E-01
-2.7330123E+01,4.284515E-01
-2.7329665E+01,4.281935E-01
-2.7329207E+01,4.266996E-01
-2.7328750E+01,4.283700E-01
-2.7328292E+01,4.284651E-01
-2.7327834E+01,4.259256E-01
-2.7327376E+01,4.269984E-01
-2.7326919E+01,4.289947E-01
-2.7326461E+01,4.275959E-01
-2.7326003E+01,4.264280E-01
-2.7325545E+01,4.254910E-01
-2.7325087E+01,4.277318E-01
-2.7324630E+01,4.283564E-01
-2.7324172E+01,4.261021E-01
-2.7323714E+01,4.268626E-01
-2.7323256E+01,4.242823E-01
-2.7322799E+01,4.271206E-01
-2.7322341E+01,4.252466E-01
-2.7321883E+01,4.269848E-01
-2.7321425E+01,4.292527E-01
-2.7320968E+01,4.288725E-01
-2.7320510E+01,4.282478E-01
-2.7320052E+01,4.290490E-01
-2.7319594E+01,4.285466E-01
-2.7319136E+01,4.276503E-01
-2.7318679E+01,4.265638E-01
-2.7318221E+01,4.279490E-01
-2.7317763E+01,4.285737E-01
-2.7317305E+01,4.268083E-01
-2.7316848E+01,4.267268E-01
-2.7316390E+01,4.264280E-01
-2.7315932E+01,4.268354E-01
-2.7315474E+01,4.276095E-01
-2.7315017E+01,4.260750E-01
-2.7314559E+01,4.286281E-01
-2.7314101E+01,4.275280E-01
-2.7313643E+01,4.269441E-01
-2.7313185E+01,4.273922E-01
-2.7312728E+01,4.264552E-01
-2.7312270E+01,4.268626E-01
-2.7311812E+01,4.280441E-01
-2.7311354E+01,4.268219E-01
-2.7310897E+01,4.299453E-01
-2.7310439E+01,4.294565E-01
-2.7309981E+01,4.281527E-01
-2.7309523E+01,4.284787E-01
-2.7309066E+01,4.272293E-01
-2.7308608E+01,4.288182E-01
-2.7308150E+01,4.256675E-01
-2.7307692E+01,4.264824E-01
-2.7307235E+01,4.263194E-01
-2.7306777E+01,4.269848E-01
-2.7306319E+01,4.287503E-01
-2.7305861E+01,4.270256E-01
-2.7305403E+01,4.275552E-01
-2.7304946E+01,4.288046E-01
-2.7304488E+01,4.277318E-01
-2.7304030E+01,4.291034E-01
-2.7303572E+01,4.268219E-01
-2.7303115E+01,4.291169E-01
-2.7302657E+01,4.280305E-01
-2.7302199E+01,4.280577E-01
-2.7301741E+01,4.287095E-01
-2.7301284E+01,4.276367E-01
-2.7300826E+01,4.278676E-01
-2.7300368E+01,4.253824E-01
-2.7299910E+01,4.258712E-01
-2.7299452E+01,4.278540E-01
-2.7298995E+01,4.273651E-01
-2.7298537E+01,4.255861E-01
-2.7298079E+01,4.267540E-01
-2.7297621E+01,4.255182E-01
-2.7297164E+01,4.280713E-01
-2.7296706E+01,4.268762E-01
-2.7296248E+01,4.271614E-01
-2.7295790E+01,4.275959E-01
-2.7295333E+01,4.270527E-01
-2.7294875E+01,4.274194E-01
-2.7294417E+01,4.254231E-01
-2.7293959E+01,4.285194E-01
-2.7293501E+01,4.279626E-01
-2.7293044E+01,4.282478E-01
-2.7292586E+01,4.262243E-01
-2.7292128E+01,4.272972E-01
-2.7291670E+01,4.301083E-01
-2.7291213E+01,4.280984E-01
-2.7290755E+01,4.254638E-01
-2.7290297E+01,4.246490E-01
-2.7289839E+01,4.280034E-01
-2.7289382E+01,4.282614E-01
-2.7288924E+01,4.264688E-01
-2.7288466E+01,4.253145E-01
-2.7288008E+01,4.294700E-01
-2.7287550E+01,4.270663E-01
-2.7287093E+01,4.275009E-01
-2.7286635E+01,4.273922E-01
-2.7286177E+01,4.301490E-01
-2.7285719E+01,4.264959E-01
-2.7285262E+01,4.251515E-01
-2.7284804E+01,4.247712E-01
-2.7284346E+01,4.269713E-01
-2.7283888E+01,4.267811E-01
-2.7283431E+01,4.272021E-01
-2.7282973E+01,4.280713E-01
-2.7282515E+01,4.259256E-01
-2.7282057E+01,4.275145E-01
-2.7281599E+01,4.250157E-01
-2.7281142E+01,4.246762E-01
-2.7280684E+01,4.268898E-01
-2.7280226E+01,4.269577E-01
-2.7279768E+01,4.243910E-01
-2.7279311E+01,4.252873E-01
-2.7278853E+01,4.261429E-01
-2.7278395E+01,4.259120E-01
-2.7277937E+01,4.264688E-01
-2.7277480E+01,4.273922E-01
-2.7277022E+01,4.280169E-01
-2.7276564E+01,4.276638E-01
-2.7276106E+01,4.253009E-01
-2.7275649E+01,4.256947E-01
-2.7275191E+01,4.271206E-01
-2.7274733E+01,4.238885E-01
-2.7274275E+01,4.270392E-01
-2.7273817E+01,4.261836E-01
-2.7273360E+01,4.266861E-01
-2.7272902E+01,4.264009E-01
-2.7272444E+01,4.247305E-01
-2.7271986E+01,4.247033E-01
-2.7271529E+01,4.261972E-01
-2.7271071E+01,4.269577E-01
-2.7270613E+01,4.267132E-01
-2.7270155E+01,4.247305E-01
-2.7269698E+01,4.266861E-01
-2.7269240E+01,4.270935E-01
-2.7268782E+01,4.249478E-01
-2.7268324E+01,4.267947E-01
-2.7267866E+01,4.264416E-01
-2.7267409E+01,4.258033E-01
-2.7266951E+01,4.246219E-01
-2.7266493E+01,4.254638E-01
-2.7266035E+01,4.271750E-01
-2.7265578E+01,4.245675E-01
-2.7265120E+01,4.253009E-01
-2.7264662E+01,4.276231E-01
-2.7264204E+01,4.218786E-01
-2.7263747E+01,4.266725E-01
-2.7263289E+01,4.253416E-01
-2.7262831E+01,4.227478E-01
-2.7262373E+01,4.273108E-01
-2.7261915E+01,4.255317E-01
-2.7261458E+01,4.244182E-01
-2.7261000E+01,4.271342E-01
-2.7260542E+01,4.265231E-01
-2.7260084E+01,4.261021E-01
-2.7259627E+01,4.248256E-01
-2.7259169E+01,4.263058E-01
-2.7258711E+01,4.291169E-01
-2.7258253E+01,4.277046E-01
-2.7257796E+01,4.268490E-01
-2.7257338E+01,4.259120E-01
-2.7256880E+01,4.265638E-01
-2.7256422E+01,4.265095E-01
-2.7255964E+01,4.251651E-01
-2.7255507E+01,4.259799E-01
-2.7255049E+01,4.263466E-01
-2.7254591E+01,4.267811E-01
-2.7254133E+01,4.239836E-01
-2.7253676E+01,4.254231E-01
-2.7253218E+01,4.250293E-01
-2.7252760E+01,4.238478E-01
-2.7252302E+01,4.261157E-01
-2.7251845E+01,4.246354E-01
-2.7251387E+01,4.273922E-01
-2.7250929E+01,4.268626E-01
-2.7250471E+01,4.254503E-01
-2.7250014E+01,4.265231E-01
-2.7249556E+01,4.288318E-01
-2.7249098E+01,4.269305E-01
-2.7248640E+01,4.274737E-01
-2.7248182E+01,4.285194E-01
-2.7247725E+01,4.267132E-01
-2.7247267E+01,4.251651E-01
-2.7246809E+01,4.248527E-01
-2.7246351E+01,4.257762E-01
-2.7245894E+01,4.265367E-01
-2.7245436E+01,4.261293E-01
-2.7244978E+01,4.271750E-01
-2.7244520E+01,4.267540E-01
-2.7244063E+01,4.239836E-01
-2.7243605E+01,4.257490E-01
-2.7243147E+01,4.245947E-01
-2.7242689E+01,4.258577E-01
-2.7242231E+01,4.288182E-01
-2.7241774E+01,4.279083E-01
-2.7241316E+01,4.284243E-01
-2.7240858E+01,4.288997E-01
-2.7240400E+01,4.283700E-01
-2.7239943E+01,4.263601E-01
-2.7239485E+01,4.283293E-01
-2.7239027E+01,4.285466E-01
-2.7238569E+01,4.279355E-01
-2.7238112E+01,4.278811E-01
-2.7237654E+01,4.265503E-01
-2.7237196E+01,4.260478E-01
-2.7236738E+01,4.270935E-01
-2.7236280E+01,4.250972E-01
-2.7235823E+01,4.248935E-01
-2.7235365E+01,4.274330E-01
-2.7234907E+01,4.285466E-01
-2.7234449E+01,4.270256E-01
-2.7233992E+01,4.275824E-01
-2.7233534E+01,4.263058E-01
-2.7233076E+01,4.293886E-01
-2.7232618E+01,4.273651E-01
-2.7232161E+01,4.266182E-01
-2.7231703E+01,4.278676E-01
-2.7231245E+01,4.277725E-01
-2.7230787E+01,4.294565E-01
-2.7230329E+01,4.266725E-01
-2.7229872E+01,4.257626E-01
-2.7229414E+01,4.283021E-01
-2.7228956E+01,4.272293E-01
-2.7228498E+01,4.263194E-01
-2.7228041E+01,4.271614E-01
-2.7227583E+01,4.278268E-01
-2.7227125E+01,4.285466E-01
-2.7226667E+01,4.283021E-01
-2.7226210E+01,4.261429E-01
-2.7225752E+01,4.279219E-01
-2.7225294E+01,4.265503E-01
-2.7224836E+01,4.265503E-01
-2.7224378E+01,4.261157E-01
-2.7223921E+01,4.282885E-01
-2.7223463E+01,4.280984E-01
-2.7223005E+01,4.288046E-01
-2.7222547E+01,4.275009E-01
-2.7222090E+01,4.286960E-01
-2.7221632E+01,4.282750E-01
-2.7221174E+01,4.276231E-01
-2.7220716E+01,4.283564E-01
-2.7220259E+01,4.280034E-01
-2.7219801E+01,4.276367E-01
-2.7219343E+01,4.259120E-01
-2.7218885E+01,4.248391E-01
-2.7218428E+01,4.245132E-01
-2.7217970E+01,4.273922E-01
-2.7217512E+01,4.262515E-01
-2.7217054E+01,4.287367E-01
-2.7216596E+01,4.281935E-01
-2.7216139E+01,4.277997E-01
-2.7215681E+01,4.286281E-01
-2.7215223E+01,4.258441E-01
-2.7214765E+01,4.287639E-01
-2.7214308E+01,4.289404E-01
-2.7213850E+01,4.283836E-01
-2.7213392E+01,4.277318E-01
-2.7212934E+01,4.285194E-01
-2.7212477E+01,4.283972E-01
-2.7212019E+01,4.266317E-01
-2.7211561E+01,4.275688E-01
-2.7211103E+01,4.279898E-01
-2.7210645E+01,4.277453E-01
-2.7210188E+01,4.258848E-01
-2.7209730E+01,4.262108E-01
-2.7209272E+01,4.280441E-01
-2.7208814E+01,4.255453E-01
-2.7208357E+01,4.256675E-01
-2.7207899E+01,4.272700E-01
-2.7207441E+01,4.270663E-01
-2.7206983E+01,4.278947E-01
-2.7206526E+01,4.264416E-01
-2.7206068E+01,4.272021E-01
-2.7205610E+01,4.275416E-01
-2.7205152E+01,4.263601E-01
-2.7204694E+01,4.272157E-01
-2.7204237E+01,4.278811E-01
-2.7203779E+01,4.281256E-01
-2.7203321E+01,4.293342E-01
-2.7202863E+01,4.262243E-01
-2.7202406E+01,4.276231E-01
-2.7201948E+01,4.280169E-01
-2.7201490E+01,4.269848E-01
-2.7201032E+01,4.257219E-01
-2.7200575E+01,4.252194E-01
-2.7200117E+01,4.267675E-01
-2.7199659E+01,4.265638E-01
-2.7199201E+01,4.260614E-01
-2.7198743E+01,4.265231E-01
-2.7198286E+01,4.274194E-01
-2.7197828E+01,4.289268E-01
-2.7197370E+01,4.270120E-01
-2.7196912E+01,4.269034E-01
-2.7196455E+01,4.270527E-01
-2.7195997E+01,4.254910E-01
-2.7195539E+01,4.277182E-01
-2.7195081E+01,4.263737E-01
-2.7194624E+01,4.281256E-01
-2.7194166E+01,4.290490E-01
-2.7193708E+01,4.254774E-01
-2.7193250E+01,4.249070E-01
-2.7192793E+01,4.262243E-01
-2.7192335E+01,4.269169E-01
-2.7191877E+01,4.252737E-01
-2.7191419E+01,4.260885E-01
-2.7190961E+01,4.269441E-01
-2.7190504E+01,4.283157E-01
-2.7190046E+01,4.263737E-01
-2.7189588E+01,4.265367E-01
-2.7189130E+01,4.277046E-01
-2.7188673E+01,4.270527E-01
-2.7188215E+01,4.258169E-01
-2.7187757E+01,4.262243E-01
-2.7187299E+01,4.267811E-01
-2.7186842E+01,4.271071E-01
-2.7186384E+01,4.265774E-01
-2.7185926E+01,4.254774E-01
-2.7185468E+01,4.257219E-01
-2.7185010E+01,4.268083E-01
-2.7184553E+01,4.250157E-01
-2.7184095E+01,4.261429E-01
-2.7183637E+01,4.254367E-01
-2.7183179E+01,4.251515E-01
-2.7182722E+01,4.262787E-01
-2.7182264E+01,4.261157E-01
-2.7181806E+01,4.252737E-01
-2.7181348E+01,4.269034E-01
-2.7180891E+01,4.237663E-01
-2.7180433E+01,4.250700E-01
-2.7179975E+01,4.250972E-01
-2.7179517E+01,4.270527E-01
-2.7179059E+01,4.257762E-01
-2.7178602E+01,4.270799E-01
-2.7178144E+01,4.288589E-01
-2.7177686E+01,4.272021E-01
-2.7177228E+01,4.264416E-01
-2.7176771E+01,4.258577E-01
-2.7176313E+01,4.280034E-01
-2.7175855E+01,4.255182E-01
-2.7175397E+01,4.253280E-01
-2.7174940E+01,4.259256E-01
-2.7174482E+01,4.261972E-01
-2.7174024E+01,4.270392E-01
-2.7173566E+01,4.255317E-01
-2.7173108E+01,4.271071E-01
-2.7172651E+01,4.261564E-01
-2.7172193E+01,4.276231E-01
-2.7171735E+01,4.240107E-01
-2.7171277E+01,4.254503E-01
-2.7170820E+01,4.262651E-01
-2.7170362E+01,4.261157E-01
-2.7169904E+01,4.253145E-01
-2.7169446E+01,4.272157E-01
-2.7168989E+01,4.285330E-01
-2.7168531E+01,4.273108E-01
-2.7168073E+01,4.254095E-01
-2.7167615E+01,4.260614E-01
-2.7167157E+01,4.269034E-01
-2.7166700E+01,4.256268E-01
-2.7166242E+01,4.253824E-01
-2.7165784E+01,4.247441E-01
-2.7165326E+01,4.267404E-01
-2.7164869E+01,4.252194E-01
-2.7164411E+01,4.244046E-01
-2.7163953E+01,4.254503E-01
-2.7163495E+01,4.261293E-01
-2.7163038E+01,4.273515E-01
-2.7162580E+01,4.248256E-01
-2.7162122E+01,4.289811E-01
-2.7161664E+01,4.265231E-01
-2.7161207E+01,4.288453E-01
-2.7160749E+01,4.280848E-01
-2.7160291E+01,4.271342E-01
-2.7159833E+01,4.285058E-01
-2.7159375E+01,4.275280E-01
-2.7158918E+01,4.268898E-01
-2.7158460E+01,4.250564E-01
-2.7158002E+01,4.270392E-01
-2.7157544E+01,4.263058E-01
-2.7157087E+01,4.241737E-01
-2.7156629E+01,4.258169E-01
