in s,C1 in V
-2.1693626E+01,4.262379E-01
-2.1693168E+01,4.275280E-01
-2.1692710E+01,4.249749E-01
-2.1692252E+01,4.270935E-01
-2.1691794E+01,4.244182E-01
-2.1691337E+01,4.249342E-01
-2.1690879E+01,4.275009E-01
-2.1690421E+01,4.274737E-01
-2.1689963E+01,4.269169E-01
-2.1689506E+01,4.242280E-01
-2.1689048E+01,4.271071E-01
-2.1688590E+01,4.266725E-01
-2.1688132E+01,4.244996E-01
-2.1687675E+01,4.284379E-01
-2.1687217E+01,4.265774E-01
-2.1686759E+01,4.272021E-01
-2.1686301E+01,4.264959E-01
-2.1685843E+01,4.257898E-01
-2.1685386E+01,4.244996E-01
-2.1684928E+01,4.272700E-01
-2.1684470E+01,4.253280E-01
-2.1684012E+01,4.274058E-01
-2.1683555E+01,4.263466E-01
-2.1683097E+01,4.253824E-01
-2.1682639E+01,4.258712E-01
-2.1682181E+01,4.245404E-01
-2.1681724E+01,4.255589E-01
-2.1681266E+01,4.256947E-01
-2.1680808E+01,4.275280E-01
-2.1680350E+01,4.277182E-01
-2.1679892E+01,4.272021E-01
-2.1679435E+01,4.254231E-01
-2.1678977E+01,4.260885E-01
-2.1678519E+01,4.246354E-01
-2.1678061E+01,4.258169E-01
-2.1677604E+01,4.272021E-01
-2.1677146E+01,4.257762E-01
-2.1676688E+01,4.274601E-01
-2.1676230E+01,4.260206E-01
-2.1675773E+01,4.261429E-01
-2.1675315E+01,4.271206E-01
-2.1674857E+01,4.244453E-01
-2.1674399E+01,4.249885E-01
-2.1673941E+01,4.279083E-01
-2.1673484E+01,4.280713E-01
-2.1673026E+01,4.232095E-01
-2.1672568E+01,4.265910E-01
-2.1672110E+01,4.284108E-01
-2.1671653E+01,4.276367E-01
-2.1671195E+01,4.275824E-01
-2.1670737E+01,4.278404E-01
-2.1670279E+01,4.290898E-01
-2.1669822E+01,4.276231E-01
-2.1669364E+01,4.249206E-01
-2.1668906E+01,4.265367E-01
-2.1668448E+01,4.269577E-01
-2.1667991E+01,4.275009E-01
-2.1667533E+01,4.273379E-01
-2.1667075E+01,4.266725E-01
-2.1666617E+01,4.253416E-01
-2.1666159E+01,4.264552E-01
-2.1665702E+01,4.239428E-01
-2.1665244E+01,4.246354E-01
-2.1664786E+01,4.276910E-01
-2.1664328E+01,4.287231E-01
-2.1663871E+01,4.276231E-01
-2.1663413E+01,4.288997E-01
-2.1662955E+01,4.258712E-01
-2.1662497E+01,4.273108E-01
-2.1662040E+01,4.268898E-01
-2.1661582E+01,4.253280E-01
-2.1661124E+01,4.273243E-01
-2.1660666E+01,4.283021E-01
-2.1660208E+01,4.258441E-01
-2.1659751E+01,4.270256E-01
-2.1659293E+01,4.269305E-01
-2.1658835E+01,4.287774E-01
-2.1658377E+01,4.285058E-01
-2.1657920E+01,4.273379E-01
-2.1657462E+01,4.283700E-01
-2.1657004E+01,4.282750E-01
-2.1656546E+01,4.273787E-01
-2.1656089E+01,4.265367E-01
-2.1655631E+01,4.284787E-01
-2.1655173E+01,4.301626E-01
-2.1654715E+01,4.286960E-01
-2.1654257E+01,4.261836E-01
-2.1653800E+01,4.266182E-01
-2.1653342E+01,4.275688E-01
-2.1652884E+01,4.277182E-01
-2.1652426E+01,4.266589E-01
-2.1651969E+01,4.284651E-01
-2.1651511E+01,4.280305E-01
-2.1651053E+01,4.260885E-01
-2.1650595E+01,4.289811E-01
-2.1650138E+01,4.268490E-01
-2.1649680E+01,4.263737E-01
-2.1649222E+01,4.265231E-01
-2.1648764E+01,4.280577E-01
-2.1648306E+01,4.273108E-01
-2.1647849E+01,4.271071E-01
-2.1647391E+01,4.236169E-01
-2.1646933E+01,4.232774E-01
-2.1646475E+01,4.277182E-01
-2.1646018E+01,4.282478E-01
-2.1645560E+01,4.281392E-01
-2.1645102E+01,4.264688E-01
-2.1644644E+01,4.274194E-01
-2.1644187E+01,4.273515E-01
-2.1643729E+01,4.266725E-01
-2.1643271E+01,4.264009E-01
-2.1642813E+01,4.277861E-01
-2.1642356E+01,4.283293E-01
-2.1641898E+01,4.276503E-01
-2.1641440E+01,4.254910E-01
-2.1640982E+01,4.284651E-01
-2.1640524E+01,4.246354E-01
-2.1640067E+01,4.256404E-01
-2.1639609E+01,4.266046E-01
-2.1639151E+01,4.295244E-01
-2.1638693E+01,4.258441E-01
-2.1638236E+01,4.267404E-01
-2.1637778E+01,4.264145E-01
-2.1637320E+01,4.266453E-01
-2.1636862E+01,4.271071E-01
-2.1636405E+01,4.262379E-01
-2.1635947E+01,4.261564E-01
-2.1635489E+01,4.274873E-01
-2.1635031E+01,4.275824E-01
-2.1634573E+01,4.252330E-01
-2.1634116E+01,4.247577E-01
-2.1633658E+01,4.269441E-01
-2.1633200E+01,4.272700E-01
-2.1632742E+01,4.268626E-01
-2.1632285E+01,4.272021E-01
-2.1631827E+01,4.234539E-01
-2.1631369E+01,4.253959E-01
-2.1630911E+01,4.262922E-01
-2.1630454E+01,4.250972E-01
-2.1629996E+01,4.273787E-01
-2.1629538E+01,4.255725E-01
-2.1629080E+01,4.254503E-01
-2.1628622E+01,4.251651E-01
-2.1628165E+01,4.247984E-01
-2.1627707E+01,4.272700E-01
-2.1627249E+01,4.269713E-01
-2.1626791E+01,4.277861E-01
-2.1626334E+01,4.282750E-01
-2.1625876E+01,4.277318E-01
-2.1625418E+01,4.254774E-01
-2.1624960E+01,4.253688E-01
-2.1624503E+01,4.243503E-01
-2.1624045E+01,4.256811E-01
-2.1623587E+01,4.257762E-01
-2.1623129E+01,4.251379E-01
-2.1622671E+01,4.268219E-01
-2.1622214E+01,4.247577E-01
-2.1621756E+01,4.252466E-01
-2.1621298E+01,4.246354E-01
-2.1620840E+01,4.247305E-01
-2.1620383E+01,4.269713E-01
-2.1619925E+01,4.259663E-01
-2.1619467E+01,4.250564E-01
-2.1619009E+01,4.283972E-01
-2.1618552E+01,4.268626E-01
-2.1618094E+01,4.244861E-01
-2.1617636E+01,4.268626E-01
-2.1617178E+01,4.271885E-01
-2.1616720E+01,4.278947E-01
-2.1616263E+01,4.251243E-01
-2.1615805E+01,4.273922E-01
-2.1615347E+01,4.256540E-01
-2.1614889E+01,4.243638E-01
-2.1614432E+01,4.261836E-01
-2.1613974E+01,4.278540E-01
-2.1613516E+01,4.288046E-01
-2.1613058E+01,4.253959E-01
-2.1612601E+01,4.266725E-01
-2.1612143E+01,4.248663E-01
-2.1611685E+01,4.261429E-01
-2.1611227E+01,4.265774E-01
-2.1610770E+01,4.281935E-01
-2.1610312E+01,4.268490E-01
-2.1609854E+01,4.274330E-01
-2.1609396E+01,4.265231E-01
-2.1608938E+01,4.281392E-01
-2.1608481E+01,4.284787E-01
-2.1608023E+01,4.278132E-01
-2.1607565E+01,4.278811E-01
-2.1607107E+01,4.261157E-01
-2.1606650E+01,4.248663E-01
-2.1606192E+01,4.273515E-01
-2.1605734E+01,4.257898E-01
-2.1605276E+01,4.264416E-01
-2.1604819E+01,4.265367E-01
-2.1604361E+01,4.273651E-01
-2.1603903E+01,4.294836E-01
-2.1603445E+01,4.277182E-01
-2.1602987E+01,4.256132E-01
-2.1602530E+01,4.280441E-01
-2.1602072E+01,4.271342E-01
-2.1601614E+01,4.276367E-01
-2.1601156E+01,4.274873E-01
-2.1600699E+01,4.272157E-01
-2.1600241E+01,4.283564E-01
-2.1599783E+01,4.266996E-01
-2.1599325E+01,4.263873E-01
-2.1598868E+01,4.295515E-01
-2.1598410E+01,4.273922E-01
-2.1597952E+01,4.270527E-01
-2.1597494E+01,4.266046E-01
-2.1597036E+01,4.278947E-01
-2.1596579E+01,4.246083E-01
-2.1596121E+01,4.267132E-01
-2.1595663E+01,4.257762E-01
-2.1595205E+01,4.291441E-01
-2.1594748E+01,4.287503E-01
-2.1594290E+01,4.251787E-01
-2.1593832E+01,4.250972E-01
-2.1593374E+01,4.277046E-01
-2.1592917E+01,4.273922E-01
-2.1592459E+01,4.275552E-01
-2.1592001E+01,4.289268E-01
-2.1591543E+01,4.295651E-01
-2.1591085E+01,4.319960E-01
-2.1590628E+01,4.281799E-01
-2.1590170E+01,4.255589E-01
-2.1589712E+01,4.268354E-01
-2.1589254E+01,4.274466E-01
-2.1588797E+01,4.260750E-01
-2.1588339E+01,4.251651E-01
-2.1587881E+01,4.256404E-01
-2.1587423E+01,4.290626E-01
-2.1586966E+01,4.262379E-01
-2.1586508E+01,4.245811E-01
-2.1586050E+01,4.274058E-01
-2.1585592E+01,4.293750E-01
-2.1585135E+01,4.255996E-01
-2.1584677E+01,4.284922E-01
-2.1584219E+01,4.291169E-01
-2.1583761E+01,4.278540E-01
-2.1583303E+01,4.261836E-01
-2.1582846E+01,4.258033E-01
-2.1582388E+01,4.280305E-01
-2.1581930E+01,4.280848E-01
-2.1581472E+01,4.268219E-01
-2.1581015E+01,4.251651E-01
-2.1580557E+01,4.280305E-01
-2.1580099E+01,4.247984E-01
-2.1579641E+01,4.253959E-01
-2.1579184E+01,4.268762E-01
-2.1578726E+01,4.256947E-01
-2.1578268E+01,4.265503E-01
-2.1577810E+01,4.253145E-01
-2.1577352E+01,4.251651E-01
-2.1576895E+01,4.287910E-01
-2.1576437E+01,4.274058E-01
-2.1575979E+01,4.270663E-01
-2.1575521E+01,4.253009E-01
-2.1575064E+01,4.256811E-01
-2.1574606E+01,4.277453E-01
-2.1574148E+01,4.237527E-01
-2.1573690E+01,4.268762E-01
-2.1573233E+01,4.280441E-01
-2.1572775E+01,4.266725E-01
-2.1572317E+01,4.276638E-01
-2.1571859E+01,4.251515E-01
-2.1571401E+01,4.265638E-01
-2.1570944E+01,4.254095E-01
-2.1570486E+01,4.235490E-01
-2.1570028E+01,4.233725E-01
-2.1569570E+01,4.285058E-01
-2.1569113E+01,4.253959E-01
-2.1568655E+01,4.249885E-01
-2.1568197E+01,4.245811E-01
-2.1567739E+01,4.278811E-01
-2.1567282E+01,4.282071E-01
-2.1566824E+01,4.266725E-01
-2.1566366E+01,4.265910E-01
-2.1565908E+01,4.271206E-01
-2.1565450E+01,4.276231E-01
-2.1564993E+01,4.260750E-01
-2.1564535E+01,4.259527E-01
-2.1564077E+01,4.260885E-01
-2.1563619E+01,4.258712E-01
-2.1563162E+01,4.277182E-01
-2.1562704E+01,4.274058E-01
-2.1562246E+01,4.256811E-01
-2.1561788E+01,4.258441E-01
-2.1561331E+01,4.265910E-01
-2.1560873E+01,4.260478E-01
-2.1560415E+01,4.257354E-01
-2.1559957E+01,4.258305E-01
-2.1559499E+01,4.264824E-01
-2.1559042E+01,4.256540E-01
-2.1558584E+01,4.262515E-01
-2.1558126E+01,4.282478E-01
-2.1557668E+01,4.283564E-01
-2.1557211E+01,4.253145E-01
-2.1556753E+01,4.292120E-01
-2.1556295E+01,4.274737E-01
-2.1555837E+01,4.262787E-01
-2.1555380E+01,4.269169E-01
-2.1554922E+01,4.275688E-01
-2.1554464E+01,4.271206E-01
-2.1554006E+01,4.275552E-01
-2.1553549E+01,4.255861E-01
-2.1553091E+01,4.277725E-01
-2.1552633E+01,4.256404E-01
-2.1552175E+01,4.257354E-01
-2.1551717E+01,4.241737E-01
-2.1551260E+01,4.253280E-01
-2.1550802E+01,4.270392E-01
-2.1550344E+01,4.278540E-01
-2.1549886E+01,4.276910E-01
-2.1549429E+01,4.277318E-01
-2.1548971E+01,4.270663E-01
-2.1548513E+01,4.273651E-01
-2.1548055E+01,4.275280E-01
-2.1547598E+01,4.282342E-01
-2.1547140E+01,4.269169E-01
-2.1546682E+01,4.279898E-01
-2.1546224E+01,4.259663E-01
-2.1545766E+01,4.282885E-01
-2.1545309E+01,4.275688E-01
-2.1544851E+01,4.256132E-01
-2.1544393E+01,4.269577E-01
-2.1543935E+01,4.287639E-01
-2.1543478E+01,4.275145E-01
-2.1543020E+01,4.274466E-01
-2.1542562E+01,4.270935E-01
-2.1542104E+01,4.265503E-01
-2.1541647E+01,4.280034E-01
-2.1541189E+01,4.262515E-01
-2.1540731E+01,4.268354E-01
-2.1540273E+01,4.277318E-01
-2.1539815E+01,4.288046E-01
-2.1539358E+01,4.253959E-01
-2.1538900E+01,4.269441E-01
-2.1538442E+01,4.272021E-01
-2.1537984E+01,4.289132E-01
-2.1537527E+01,4.253009E-01
-2.1537069E+01,4.252330E-01
-2.1536611E+01,4.269713E-01
-2.1536153E+01,4.265231E-01
-2.1535696E+01,4.274330E-01
-2.1535238E+01,4.269305E-01
-2.1534780E+01,4.291169E-01
-2.1534322E+01,4.271750E-01
-2.1533864E+01,4.265638E-01
-2.1533407E+01,4.263737E-01
-2.1532949E+01,4.259935E-01
-2.1532491E+01,4.282342E-01
-2.1532033E+01,4.281799E-01
-2.1531576E+01,4.272021E-01
-2.1531118E+01,4.291169E-01
-2.1530660E+01,4.290762E-01
-2.1530202E+01,4.265503E-01
-2.1529745E+01,4.264280E-01
-2.1529287E+01,4.273515E-01
-2.1528829E+01,4.287503E-01
-2.1528371E+01,4.250700E-01
-2.1527914E+01,4.241601E-01
-2.1527456E+01,4.281392E-01
-2.1526998E+01,4.252737E-01
-2.1526540E+01,4.246083E-01
-2.1526082E+01,4.252466E-01
-2.1525625E+01,4.266182E-01
-2.1525167E+01,4.280984E-01
-2.1524709E+01,4.283021E-01
-2.1524251E+01,4.259120E-01
-2.1523794E+01,4.262243E-01
-2.1523336E+01,4.268626E-01
-2.1522878E+01,4.277046E-01
-2.1522420E+01,4.284243E-01
-2.1521963E+01,4.267675E-01
-2.1521505E+01,4.297281E-01
-2.1521047E+01,4.264688E-01
-2.1520589E+01,4.255182E-01
-2.1520131E+01,4.270527E-01
-2.1519674E+01,4.281799E-01
-2.1519216E+01,4.233589E-01
-2.1518758E+01,4.250564E-01
-2.1518300E+01,4.265774E-01
-2.1517843E+01,4.253280E-01
-2.1517385E+01,4.247712E-01
-2.1516927E+01,4.255453E-01
-2.1516469E+01,4.250972E-01
-2.1516012E+01,4.266725E-01
-2.1515554E+01,4.262651E-01
-2.1515096E+01,4.264959E-01
-2.1514638E+01,4.274330E-01
-2.1514180E+01,4.249206E-01
-2.1513723E+01,4.238749E-01
-2.1513265E+01,4.267947E-01
-2.1512807E+01,4.277318E-01
-2.1512349E+01,4.244996E-01
-2.1511892E+01,4.250700E-01
-2.1511434E+01,4.270527E-01
-2.1510976E+01,4.280984E-01
-2.1510518E+01,4.256811E-01
-2.1510061E+01,4.259391E-01
-2.1509603E+01,4.254095E-01
-2.1509145E+01,4.263466E-01
-2.1508687E+01,4.249478E-01
-2.1508229E+01,4.237391E-01
-2.1507772E+01,4.263466E-01
-2.1507314E+01,4.271885E-01
-2.1506856E+01,4.265910E-01
-2.1506398E+01,4.258033E-01
-2.1505941E+01,4.294157E-01
-2.1505483E+01,4.263737E-01
-2.1505025E+01,4.250021E-01
-2.1504567E+01,4.253824E-01
-2.1504110E+01,4.275416E-01
-2.1503652E+01,4.274058E-01
-2.1503194E+01,4.264688E-01
-2.1502736E+01,4.245540E-01
-2.1502278E+01,4.264688E-01
-2.1501821E+01,4.265095E-01
-2.1501363E+01,4.244453E-01
-2.1500905E+01,4.264145E-01
-2.1500447E+01,4.268354E-01
-2.1499990E+01,4.259799E-01
-2.1499532E+01,4.261700E-01
-2.1499074E+01,4.262787E-01
-2.1498616E+01,4.290898E-01
-2.1498159E+01,4.284108E-01
-2.1497701E+01,4.257762E-01
-2.1497243E+01,4.251107E-01
-2.1496785E+01,4.292935E-01
-2.1496328E+01,4.292663E-01
-2.1495870E+01,4.281799E-01
-2.1495412E+01,4.253552E-01
-2.1494954E+01,4.269848E-01
-2.1494496E+01,4.255046E-01
-2.1494039E+01,4.271206E-01
-2.1493581E+01,4.259391E-01
-2.1493123E+01,4.272972E-01
-2.1492665E+01,4.276638E-01
-2.1492208E+01,4.253959E-01
-2.1491750E+01,4.266861E-01
-2.1491292E+01,4.260342E-01
-2.1490834E+01,4.268354E-01
-2.1490377E+01,4.248120E-01
-2.1489919E+01,4.243503E-01
-2.1489461E+01,4.293071E-01
-2.1489003E+01,4.296330E-01
-2.1488545E+01,4.276503E-01
-2.1488088E+01,4.275959E-01
-2.1487630E+01,4.294429E-01
-2.1487172E+01,4.270527E-01
-2.1486714E+01,4.283836E-01
-2.1486257E+01,4.269848E-01
-2.1485799E+01,4.273651E-01
-2.1485341E+01,4.262515E-01
-2.1484883E+01,4.277725E-01
-2.1484426E+01,4.294836E-01
-2.1483968E+01,4.279490E-01
-2.1483510E+01,4.276231E-01
-2.1483052E+01,4.263601E-01
-2.1482594E+01,4.264688E-01
-2.1482137E+01,4.263194E-01
-2.1481679E+01,4.258712E-01
-2.1481221E+01,4.291848E-01
-2.1480763E+01,4.257626E-01
-2.1480306E+01,4.303799E-01
-2.1479848E+01,4.273108E-01
-2.1479390E+01,4.273922E-01
-2.1478932E+01,4.279355E-01
-2.1478475E+01,4.271478E-01
-2.1478017E+01,4.294565E-01
-2.1477559E+01,4.279490E-01
-2.1477101E+01,4.249478E-01
-2.1476643E+01,4.272429E-01
-2.1476186E+01,4.272293E-01
-2.1475728E+01,4.268762E-01
-2.1475270E+01,4.268219E-01
-2.1474812E+01,4.291577E-01
-2.1474355E+01,4.284379E-01
-2.1473897E+01,4.268898E-01
-2.1473439E+01,4.249478E-01
-2.1472981E+01,4.266046E-01
-2.1472524E+01,4.287910E-01
-2.1472066E+01,4.281935E-01
-2.1471608E+01,4.287231E-01
-2.1471150E+01,4.286145E-01
-2.1470693E+01,4.276503E-01
-2.1470235E+01,4.270935E-01
-2.1469777E+01,4.276503E-01
-2.1469319E+01,4.273651E-01
-2.1468861E+01,4.292120E-01
-2.1468404E+01,4.258169E-01
-2.1467946E+01,4.282885E-01
-2.1467488E+01,4.271885E-01
-2.1467030E+01,4.266589E-01
-2.1466573E+01,4.254095E-01
-2.1466115E+01,4.249885E-01
-2.1465657E+01,4.268219E-01
-2.1465199E+01,4.279626E-01
-2.1464742E+01,4.274601E-01
-2.1464284E+01,4.262108E-01
-2.1463826E+01,4.263466E-01
-2.1463368E+01,4.257219E-01
-2.1462910E+01,4.277861E-01
-2.1462453E+01,4.264145E-01
-2.1461995E+01,4.266589E-01
-2.1461537E+01,4.283564E-01
-2.1461079E+01,4.246490E-01
-2.1460622E+01,4.258169E-01
-2.1460164E+01,4.269305E-01
-2.1459706E+01,4.278404E-01
-2.1459248E+01,4.251243E-01
-2.1458791E+01,4.276910E-01
-2.1458333E+01,4.282614E-01
-2.1457875E+01,4.295108E-01
-2.1457417E+01,4.264416E-01
-2.1456959E+01,4.246083E-01
-2.1456502E+01,4.245675E-01
-2.1456044E+01,4.269984E-01
-2.1455586E+01,4.268898E-01
-2.1455128E+01,4.265638E-01
-2.1454671E+01,4.272021E-01
-2.1454213E+01,4.277046E-01
-2.1453755E+01,4.246490E-01
-2.1453297E+01,4.253145E-01
-2.1452840E+01,4.268762E-01
-2.1452382E+01,4.273379E-01
-2.1451924E+01,4.267811E-01
-2.1451466E+01,4.249070E-01
-2.1451008E+01,4.249885E-01
-2.1450551E+01,4.278811E-01
-2.1450093E+01,4.249749E-01
-2.1449635E+01,4.275959E-01
-2.1449177E+01,4.262922E-01
-2.1448720E+01,4.276367E-01
-2.1448262E+01,4.236984E-01
-2.1447804E+01,4.239293E-01
-2.1447346E+01,4.260750E-01
-2.1446889E+01,4.273243E-01
-2.1446431E+01,4.263737E-01
-2.1445973E+01,4.283429E-01
-2.1445515E+01,4.270527E-01
-2.1445057E+01,4.251515E-01
-2.1444600E+01,4.256811E-01
-2.1444142E+01,4.251787E-01
-2.1443684E+01,4.259663E-01
-2.1443226E+01,4.283836E-01
-2.1442769E+01,4.265774E-01
-2.1442311E+01,4.262379E-01
-2.1441853E+01,4.263466E-01
-2.1441395E+01,4.267947E-01
-2.1440938E+01,4.238206E-01
-2.1440480E+01,4.259527E-01
-2.1440022E+01,4.269169E-01
-2.1439564E+01,4.272700E-01
-2.1439107E+01,4.272972E-01
-2.1438649E+01,4.241737E-01
-2.1438191E+01,4.259391E-01
-2.1437733E+01,4.275280E-01
-2.1437275E+01,4.272021E-01
-2.1436818E+01,4.274737E-01
-2.1436360E+01,4.276231E-01
-2.1435902E+01,4.298503E-01
-2.1435444E+01,4.247169E-01
-2.1434987E+01,4.246219E-01
-2.1434529E+01,4.285466E-01
-2.1434071E+01,4.288453E-01
-2.1433613E+01,4.291034E-01
-2.1433156E+01,4.259527E-01
-2.1432698E+01,4.243231E-01
-2.1432240E+01,4.278676E-01
-2.1431782E+01,4.268083E-01
-2.1431324E+01,4.268219E-01
-2.1430867E+01,4.279490E-01
-2.1430409E+01,4.279626E-01
-2.1429951E+01,4.270935E-01
-2.1429493E+01,4.262922E-01
-2.1429036E+01,4.286960E-01
-2.1428578E+01,4.279626E-01
-2.1428120E+01,4.266317E-01
-2.1427662E+01,4.294157E-01
-2.1427205E+01,4.271342E-01
-2.1426747E+01,4.274737E-01
-2.1426289E+01,4.289132E-01
-2.1425831E+01,4.263601E-01
-2.1425373E+01,4.294565E-01
-2.1424916E+01,4.289676E-01
-2.1424458E+01,4.278268E-01
-2.1424000E+01,4.275416E-01
-2.1423542E+01,4.288046E-01
-2.1423085E+01,4.273515E-01
-2.1422627E+01,4.266317E-01
-2.1422169E+01,4.283293E-01
-2.1421711E+01,4.277318E-01
-2.1421254E+01,4.260342E-01
-2.1420796E+01,4.247848E-01
-2.1420338E+01,4.277725E-01
-2.1419880E+01,4.261972E-01
-2.1419422E+01,4.277318E-01
-2.1418965E+01,4.250021E-01
-2.1418507E+01,4.266589E-01
-2.1418049E+01,4.288861E-01
-2.1417591E+01,4.283157E-01
-2.1417134E+01,4.258984E-01
-2.1416676E+01,4.267132E-01
-2.1416218E+01,4.287367E-01
-2.1415760E+01,4.272700E-01
-2.1415303E+01,4.285194E-01
-2.1414845E+01,4.287095E-01
-2.1414387E+01,4.282750E-01
-2.1413929E+01,4.276367E-01
-2.1413472E+01,4.265095E-01
-2.1413014E+01,4.276095E-01
-2.1412556E+01,4.282478E-01
-2.1412098E+01,4.285873E-01
-2.1411640E+01,4.271614E-01
-2.1411183E+01,4.287774E-01
-2.1410725E+01,4.264145E-01
-2.1410267E+01,4.249614E-01
-2.1409809E+01,4.252330E-01
-2.1409352E+01,4.253280E-01
-2.1408894E+01,4.279762E-01
-2.1408436E+01,4.272157E-01
-2.1407978E+01,4.262787E-01
-2.1407521E+01,4.292120E-01
-2.1407063E+01,4.281799E-01
-2.1406605E+01,4.259256E-01
-2.1406147E+01,4.263601E-01
-2.1405689E+01,4.268219E-01
-2.1405232E+01,4.289268E-01
-2.1404774E+01,4.261157E-01
-2.1404316E+01,4.245268E-01
-2.1403858E+01,4.290762E-01
-2.1403401E+01,4.273787E-01
-2.1402943E+01,4.241873E-01
-2.1402485E+01,4.249070E-01
-2.1402027E+01,4.269713E-01
-2.1401570E+01,4.273922E-01
-2.1401112E+01,4.275280E-01
-2.1400654E+01,4.260750E-01
-2.1400196E+01,4.266046E-01
-2.1399738E+01,4.263601E-01
-2.1399281E+01,4.277046E-01
-2.1398823E+01,4.267268E-01
-2.1398365E+01,4.276367E-01
-2.1397907E+01,4.267811E-01
-2.1397450E+01,4.255317E-01
-2.1396992E+01,4.248799E-01
-2.1396534E+01,4.255589E-01
-2.1396076E+01,4.281527E-01
-2.1395619E+01,4.229786E-01
-2.1395161E+01,4.270527E-01
-2.1394703E+01,4.246626E-01
-2.1394245E+01,4.256675E-01
-2.1393787E+01,4.267132E-01
-2.1393330E+01,4.261972E-01
-2.1392872E+01,4.257083E-01
-2.1392414E+01,4.255453E-01
-2.1391956E+01,4.267268E-01
-2.1391499E+01,4.269984E-01
-2.1391041E+01,4.264688E-01
-2.1390583E+01,4.262922E-01
-2.1390125E+01,4.261564E-01
-2.1389668E+01,4.271342E-01
-2.1389210E+01,4.253416E-01
-2.1388752E+01,4.280169E-01
-2.1388294E+01,4.273515E-01
-2.1387836E+01,4.260478E-01
-2.1387379E+01,4.240651E-01
-2.1386921E+01,4.254774E-01
-2.1386463E+01,4.283972E-01
-2.1386005E+01,4.239293E-01
-2.1385548E+01,4.260885E-01
-2.1385090E+01,4.285330E-01
-2.1384632E+01,4.260614E-01
-2.1384174E+01,4.262922E-01
-2.1383717E+01,4.261429E-01
-2.1383259E+01,4.255182E-01
-2.1382801E+01,4.273243E-01
-2.1382343E+01,4.253280E-01
-2.1381886E+01,4.258169E-01
-2.1381428E+01,4.256811E-01
-2.1380970E+01,4.260885E-01
-2.1380512E+01,4.266046E-01
-2.1380054E+01,4.254774E-01
-2.1379597E+01,4.281392E-01
-2.1379139E+01,4.299046E-01
-2.1378681E+01,4.259799E-01
-2.1378223E+01,4.272293E-01
-2.1377766E+01,4.286009E-01
-2.1377308E+01,4.275009E-01
-2.1376850E+01,4.261293E-01
-2.1376392E+01,4.272700E-01
-2.1375935E+01,4.282071E-01
-2.1375477E+01,4.275552E-01
-2.1375019E+01,4.248663E-01
-2.1374561E+01,4.266861E-01
-2.1374103E+01,4.278676E-01
-2.1373646E+01,4.282206E-01
-2.1373188E+01,4.283021E-01
-2.1372730E+01,4.295923E-01
-2.1372272E+01,4.299861E-01
-2.1371815E+01,4.264688E-01
-2.1371357E+01,4.252466E-01
-2.1370899E+01,4.288453E-01
-2.1370441E+01,4.285737E-01
-2.1369984E+01,4.283157E-01
-2.1369526E+01,4.256947E-01
-2.1369068E+01,4.277318E-01
-2.1368610E+01,4.264009E-01
-2.1368152E+01,4.266725E-01
-2.1367695E+01,4.258441E-01
-2.1367237E+01,4.271614E-01
-2.1366779E+01,4.296466E-01
-2.1366321E+01,4.276231E-01
-2.1365864E+01,4.279490E-01
-2.1365406E+01,4.263737E-01
-2.1364948E+01,4.294429E-01
-2.1364490E+01,4.285330E-01
-2.1364033E+01,4.295923E-01
-2.1363575E+01,4.272429E-01
-2.1363117E+01,4.297824E-01
-2.1362659E+01,4.274737E-01
-2.1362201E+01,4.257898E-01
-2.1361744E+01,4.280305E-01
-2.1361286E+01,4.282885E-01
-2.1360828E+01,4.277318E-01
-2.1360370E+01,4.275824E-01
-2.1359913E+01,4.287095E-01
-2.1359455E+01,4.274466E-01
-2.1358997E+01,4.269441E-01
-2.1358539E+01,4.248527E-01
-2.1358082E+01,4.293206E-01
-2.1357624E+01,4.289676E-01
-2.1357166E+01,4.253959E-01
-2.1356708E+01,4.271478E-01
-2.1356251E+01,4.268354E-01
-2.1355793E+01,4.285873E-01
-2.1355335E+01,4.284243E-01
-2.1354877E+01,4.273922E-01
-2.1354419E+01,4.272836E-01
-2.1353962E+01,4.288861E-01
-2.1353504E+01,4.289676E-01
-2.1353046E+01,4.262651E-01
-2.1352588E+01,4.279355E-01
-2.1352131E+01,4.280713E-01
-2.1351673E+01,4.277318E-01
-2.1351215E+01,4.267132E-01
-2.1350757E+01,4.285466E-01
-2.1350300E+01,4.284379E-01
-2.1349842E+01,4.258848E-01
-2.1349384E+01,4.256268E-01
-2.1348926E+01,4.280305E-01
-2.1348468E+01,4.287231E-01
-2.1348011E+01,4.278947E-01
-2.1347553E+01,4.284243E-01
-2.1347095E+01,4.250700E-01
-2.1346637E+01,4.283972E-01
-2.1346180E+01,4.273515E-01
-2.1345722E+01,4.258712E-01
-2.1345264E+01,4.287774E-01
-2.1344806E+01,4.263466E-01
-2.1344349E+01,4.259256E-01
-2.1343891E+01,4.260885E-01
-2.1343433E+01,4.269169E-01
-2.1342975E+01,4.270799E-01
-2.1342517E+01,4.270527E-01
-2.1342060E+01,4.264280E-01
-2.1341602E+01,4.281120E-01
-2.1341144E+01,4.283836E-01
-2.1340686E+01,4.277997E-01
-2.1340229E+01,4.250564E-01
-2.1339771E+01,4.267540E-01
-2.1339313E+01,4.267404E-01
-2.1338855E+01,4.272157E-01
-2.1338398E+01,4.265367E-01
