in s,C1 in V,C3 in V,C4 in V
-1.0293098E+02,6.997999E-01,-1.9699097E-01,2.9911041E+00
-1.0292915E+02,6.999629E-01,-1.5182495E-01,2.9895782E+00
-1.0292732E+02,6.997999E-01,-1.8508911E-01,2.9850006E+00
-1.0292549E+02,7.000444E-01,-1.5274048E-01,2.9903412E+00
-1.0292366E+02,7.001802E-01,-1.8630981E-01,2.9895782E+00
-1.0292183E+02,7.002481E-01,-1.8569946E-01,2.9880524E+00
-1.0292000E+02,7.001938E-01,-2.0553589E-01,2.9918671E+00
-1.0291816E+02,7.001666E-01,-1.5579224E-01,2.9933929E+00
-1.0291633E+02,7.003839E-01,-1.0543823E-01,2.9926300E+00
-1.0291450E+02,7.002345E-01,-8.2244873E-02,2.9926300E+00
-1.0291267E+02,7.002481E-01,-4.0435791E-02,2.9918671E+00
-1.0291084E+02,7.002888E-01,-1.5365601E-01,2.9964447E+00
-1.0290901E+02,7.003296E-01,-1.4358521E-01,2.9941559E+00
-1.0290718E+02,7.001802E-01,-5.0506592E-02,2.9941559E+00
-1.0290535E+02,7.003160E-01,-3.9215088E-02,2.9911041E+00
-1.0290352E+02,7.006419E-01,2.8839111E-02,2.9941559E+00
-1.0290169E+02,7.008592E-01,-4.0435791E-02,2.9941559E+00
-1.0289985E+02,7.007777E-01,-1.4480591E-01,2.9941559E+00
-1.0289802E+02,7.008728E-01,-1.5548706E-01,2.9895782E+00
-1.0289619E+02,7.007913E-01,-1.3732910E-03,2.9865265E+00
-1.0289436E+02,7.008049E-01,7.6141357E-02,2.9903412E+00
-1.0289253E+02,7.008864E-01,8.9263916E-02,2.9865265E+00
-1.0289070E+02,7.007370E-01,-2.5482178E-02,2.9857635E+00
-1.0288887E+02,7.008728E-01,-1.1581421E-01,2.9903412E+00
-1.0288704E+02,7.007098E-01,8.0413818E-02,2.9865265E+00
-1.0288521E+02,7.008049E-01,1.9271851E-01,2.9857635E+00
-1.0288337E+02,7.009950E-01,2.6077271E-01,2.9888153E+00
-1.0288154E+02,7.011715E-01,2.3330688E-01,2.9903412E+00
-1.0287971E+02,7.010629E-01,5.4473877E-02,2.9949188E+00
-1.0287788E+02,7.011172E-01,8.1939697E-02,2.9918671E+00
-1.0287605E+02,7.011580E-01,1.2710571E-01,2.9888153E+00
-1.0287422E+02,7.012123E-01,2.4765015E-01,2.9857635E+00
-1.0287239E+02,7.010086E-01,2.9708862E-01,2.9903412E+00
-1.0287056E+02,7.010629E-01,1.8112183E-01,2.9903412E+00
-1.0286873E+02,7.010765E-01,1.0543823E-01,2.9979706E+00
-1.0286690E+02,7.011172E-01,1.6311646E-01,2.9926300E+00
-1.0286506E+02,7.011715E-01,2.5222778E-01,2.9895782E+00
-1.0286323E+02,7.014160E-01,2.8274536E-01,2.9926300E+00
-1.0286140E+02,7.016876E-01,2.6992798E-01,2.9933929E+00
-1.0285957E+02,7.016604E-01,1.2344360E-01,2.9933929E+00
-1.0285774E+02,7.019049E-01,1.1093140E-01,2.9926300E+00
-1.0285591E+02,7.019320E-01,1.5274048E-01,2.9941559E+00
-1.0285408E+02,7.017827E-01,2.0278931E-01,2.9903412E+00
-1.0285225E+02,7.017419E-01,3.1112671E-01,2.9941559E+00
-1.0285042E+02,7.017012E-01,3.0014038E-01,2.9926300E+00
-1.0284858E+02,7.016740E-01,2.0858765E-01,2.9941559E+00
-1.0284675E+02,7.017283E-01,2.2476196E-01,2.9918671E+00
-1.0284492E+02,7.018370E-01,2.6321411E-01,2.9926300E+00
-1.0284309E+02,7.020678E-01,4.1641235E-01,2.9979706E+00
-1.0284126E+02,7.022172E-01,4.2648315E-01,2.9926300E+00
-1.0283943E+02,7.021629E-01,4.3563843E-01,2.9918671E+00
-1.0283760E+02,7.020678E-01,3.6697388E-01,2.9941559E+00
-1.0283577E+02,7.022308E-01,4.5578003E-01,2.9964447E+00
-1.0283394E+02,7.022036E-01,4.4845581E-01,2.9903412E+00
-1.0283210E+02,7.022308E-01,4.0542603E-01,2.9926300E+00
-1.0283027E+02,7.023259E-01,2.7969360E-01,2.9964447E+00
-1.0282844E+02,7.022172E-01,2.2811890E-01,2.9987335E+00
-1.0282661E+02,7.020271E-01,2.9556274E-01,2.9987335E+00
-1.0282478E+02,7.022851E-01,4.7683716E-01,2.9972076E+00
-1.0282295E+02,7.025432E-01,5.4641724E-01,2.9979706E+00
-1.0282112E+02,7.025160E-01,4.5944214E-01,2.9987335E+00
-1.0281929E+02,7.025296E-01,3.2577515E-01,3.0010223E+00
-1.0281746E+02,7.025024E-01,3.5995483E-01,2.9972076E+00
-1.0281563E+02,7.025975E-01,3.9199829E-01,2.9979706E+00
-1.0281379E+02,7.025703E-01,3.8040161E-01,2.9972076E+00
-1.0281196E+02,7.024753E-01,3.7551880E-01,2.9949188E+00
-1.0281013E+02,7.025296E-01,3.7033081E-01,2.9956818E+00
-1.0280830E+02,7.025839E-01,3.3126831E-01,2.9994965E+00
-1.0280647E+02,7.025567E-01,3.5232544E-01,2.9956818E+00
-1.0280464E+02,7.027604E-01,4.0298462E-01,2.9987335E+00
-1.0280281E+02,7.030592E-01,4.3930054E-01,3.0033112E+00
-1.0280098E+02,7.029913E-01,3.8650513E-01,3.0002594E+00
-1.0279915E+02,7.028827E-01,3.8742065E-01,3.0048370E+00
-1.0279731E+02,7.030185E-01,3.4866333E-01,3.0101776E+00
-1.0279548E+02,7.031271E-01,4.1275024E-01,3.0056000E+00
-1.0279365E+02,7.029777E-01,3.2546997E-01,3.0048370E+00
-1.0279182E+02,7.028962E-01,2.9983521E-01,3.0002594E+00
-1.0278999E+02,7.029913E-01,2.3574829E-01,2.9987335E+00
-1.0278816E+02,7.029234E-01,2.1835327E-01,3.0010223E+00
-1.0278633E+02,7.029777E-01,2.7267456E-01,3.0010223E+00
-1.0278450E+02,7.031271E-01,3.3737183E-01,3.0033112E+00
-1.0278267E+02,7.031678E-01,3.2089233E-01,3.0056000E+00
-1.0278084E+02,7.031950E-01,2.8060913E-01,3.0002594E+00
-1.0277900E+02,7.032357E-01,1.8875122E-01,2.9979706E+00
-1.0277717E+02,7.034938E-01,1.4633179E-01,3.0048370E+00
-1.0277534E+02,7.035888E-01,1.2954712E-01,3.0025482E+00
-1.0277351E+02,7.033037E-01,8.4686279E-02,3.0040741E+00
-1.0277168E+02,7.032901E-01,3.6468506E-02,2.9994965E+00
-1.0276985E+02,7.034123E-01,4.0740967E-02,3.0010223E+00
-1.0276802E+02,7.032765E-01,6.3018799E-02,3.0040741E+00
-1.0276619E+02,7.032086E-01,7.8277588E-02,3.0017853E+00
-1.0276436E+02,7.035209E-01,3.4332275E-02,3.0048370E+00
-1.0276252E+02,7.038061E-01,-6.3018799E-02,3.0056000E+00
-1.0276069E+02,7.036975E-01,2.5787354E-02,3.0048370E+00
-1.0275886E+02,7.036432E-01,7.0648193E-02,3.0025482E+00
-1.0275703E+02,7.037382E-01,8.7127686E-02,3.0025482E+00
-1.0275520E+02,7.037790E-01,-5.6610107E-02,3.0056000E+00
-1.0275337E+02,7.036839E-01,-6.5765381E-02,3.0048370E+00
-1.0275154E+02,7.037111E-01,-7.5836182E-02,3.0017853E+00
-1.0274971E+02,7.038061E-01,-6.9427490E-02,3.0017853E+00
-1.0274788E+02,7.038197E-01,4.4097900E-02,3.0056000E+00
-1.0274605E+02,7.038740E-01,8.5296631E-02,3.0071259E+00
-1.0274421E+02,7.040777E-01,1.3275146E-02,3.0071259E+00
-1.0274238E+02,7.042271E-01,-6.6680908E-02,3.0078888E+00
-1.0274055E+02,7.042271E-01,-4.6234131E-02,3.0086517E+00
-1.0273872E+02,7.042000E-01,-3.5247803E-02,3.0048370E+00
-1.0273689E+02,7.044580E-01,-2.0294189E-02,3.0025482E+00
-1.0273506E+02,7.045123E-01,-2.6702881E-02,2.9979706E+00
-1.0273323E+02,7.043086E-01,-3.2501221E-02,3.0056000E+00
-1.0273140E+02,7.043222E-01,-1.5029907E-01,3.0025482E+00
-1.0272957E+02,7.043901E-01,-1.6555786E-01,3.0063629E+00
-1.0272773E+02,7.042950E-01,-1.4877319E-01,3.0040741E+00
-1.0272590E+02,7.043358E-01,-1.2374878E-01,3.0002594E+00
-1.0272407E+02,7.044716E-01,-8.7738037E-02,3.0002594E+00
-1.0272224E+02,7.048111E-01,-6.0272217E-02,3.0025482E+00
-1.0272041E+02,7.046345E-01,-9.4451904E-02,3.0033112E+00
-1.0271858E+02,7.047703E-01,-1.6769409E-01,3.0025482E+00
-1.0271675E+02,7.049197E-01,-1.5090942E-01,3.0071259E+00
-1.0271492E+02,7.049876E-01,-2.5802612E-01,3.0071259E+00
-1.0271309E+02,7.048654E-01,-2.7023315E-01,3.0139923E+00
-1.0271126E+02,7.048518E-01,-2.9312134E-01,3.0101776E+00
-1.0270942E+02,7.049061E-01,-2.4734497E-01,3.0078888E+00
-1.0270759E+02,7.050148E-01,-1.0238647E-01,3.0078888E+00
-1.0270576E+02,7.050148E-01,-3.1280518E-02,3.0048370E+00
-1.0270393E+02,7.051913E-01,-5.0201416E-02,3.0071259E+00
-1.0270210E+02,7.053407E-01,-1.4053345E-01,3.0071259E+00
-1.0270027E+02,7.053000E-01,-1.6616821E-01,3.0040741E+00
-1.0269844E+02,7.052185E-01,-1.6708374E-01,3.0056000E+00
-1.0269661E+02,7.054901E-01,-1.1459351E-01,3.0040741E+00
-1.0269478E+02,7.054493E-01,-3.8299561E-02,3.0071259E+00
-1.0269294E+02,7.053950E-01,-6.2561035E-03,3.0117035E+00
-1.0269111E+02,7.051913E-01,-7.3699951E-02,3.0071259E+00
-1.0268928E+02,7.051913E-01,-1.8234253E-01,3.0063629E+00
-1.0268745E+02,7.050963E-01,-9.9945068E-02,3.0063629E+00
-1.0268562E+02,7.051506E-01,-4.9591064E-02,3.0078888E+00
-1.0268379E+02,7.054086E-01,1.5411377E-02,3.0094147E+00
-1.0268196E+02,7.055444E-01,-1.0452271E-01,3.0117035E+00
-1.0268013E+02,7.055716E-01,-1.8600464E-01,3.0139923E+00
-1.0267830E+02,7.055037E-01,-2.7847290E-01,3.0147552E+00
-1.0267647E+02,7.057345E-01,-2.0248413E-01,3.0155182E+00
-1.0267463E+02,7.057074E-01,-8.2550049E-02,3.0162811E+00
-1.0267280E+02,7.054901E-01,5.7220459E-02,3.0147552E+00
-1.0267097E+02,7.055308E-01,-4.3487549E-02,3.0155182E+00
-1.0266914E+02,7.054765E-01,-1.8325806E-01,3.0239105E+00
-1.0266731E+02,7.054086E-01,-1.3931274E-01,3.0193329E+00
-1.0266548E+02,7.054629E-01,2.5177002E-02,3.0200958E+00
-1.0266365E+02,7.057753E-01,7.6751709E-02,3.0178070E+00
-1.0266182E+02,7.058839E-01,-3.4942627E-02,3.0155182E+00
-1.0265999E+02,7.058703E-01,-1.7471313E-01,3.0109406E+00
-1.0265815E+02,7.059518E-01,-1.9088745E-01,3.0071259E+00
-1.0265632E+02,7.061419E-01,-1.1795044E-01,3.0124664E+00
-1.0265449E+02,7.061691E-01,2.7618408E-02,3.0162811E+00
-1.0265266E+02,7.059926E-01,9.6588135E-02,3.0094147E+00
-1.0265083E+02,7.058296E-01,1.4190674E-02,3.0071259E+00
-1.0264900E+02,7.059654E-01,-5.2337646E-02,3.0071259E+00
-1.0264717E+02,7.059111E-01,4.7454834E-02,3.0147552E+00
-1.0264534E+02,7.059247E-01,1.9760132E-01,3.0056000E+00
-1.0264351E+02,7.062370E-01,2.7847290E-01,3.0040741E+00
-1.0264168E+02,7.064543E-01,1.2496948E-01,3.0063629E+00
-1.0263984E+02,7.063049E-01,-3.9825439E-02,3.0101776E+00
-1.0263801E+02,7.063864E-01,-4.7149658E-02,3.0109406E+00
-1.0263618E+02,7.064271E-01,1.5243530E-01,3.0132294E+00
-1.0263435E+02,7.063728E-01,1.3992310E-01,3.0139923E+00
-1.0263252E+02,7.062506E-01,1.7776489E-01,3.0162811E+00
-1.0263069E+02,7.062506E-01,1.6159058E-01,3.0178070E+00
-1.0262886E+02,7.064271E-01,6.2561035E-03,3.0155182E+00
-1.0262703E+02,7.062777E-01,4.7302246E-03,3.0155182E+00
-1.0262520E+02,7.064271E-01,5.0201416E-02,3.0162811E+00
-1.0262336E+02,7.067123E-01,2.1072388E-01,3.0200958E+00
-1.0262153E+02,7.068345E-01,2.5588989E-01,3.0239105E+00
-1.0261970E+02,7.067531E-01,9.4757080E-02,3.0208588E+00
-1.0261787E+02,7.068481E-01,1.5365601E-01,3.0155182E+00
-1.0261604E+02,7.069160E-01,1.5151978E-01,3.0200958E+00
-1.0261421E+02,7.068889E-01,2.4917603E-01,3.0185699E+00
-1.0261238E+02,7.067802E-01,3.3493042E-01,3.0193329E+00
-1.0261055E+02,7.068481E-01,3.2577515E-01,3.0231476E+00
-1.0260872E+02,7.068345E-01,2.8884888E-01,3.0200958E+00
-1.0260689E+02,7.068481E-01,3.2516479E-01,3.0185699E+00
-1.0260505E+02,7.069160E-01,3.1539917E-01,3.0231476E+00
-1.0260322E+02,7.071333E-01,4.1458130E-01,3.0208588E+00
-1.0260139E+02,7.072827E-01,4.4906616E-01,3.0193329E+00
-1.0259956E+02,7.072555E-01,3.3981323E-01,3.0109406E+00
-1.0259773E+02,7.072827E-01,2.5894165E-01,3.0155182E+00
-1.0259590E+02,7.073777E-01,3.1234741E-01,3.0185699E+00
-1.0259407E+02,7.072691E-01,3.5751343E-01,3.0200958E+00
-1.0259224E+02,7.072963E-01,4.5761108E-01,3.0185699E+00
-1.0259041E+02,7.074185E-01,3.9108276E-01,3.0185699E+00
-1.0258857E+02,7.074728E-01,3.3615112E-01,3.0200958E+00
-1.0258674E+02,7.072963E-01,4.3655396E-01,3.0239105E+00
-1.0258491E+02,7.074049E-01,4.5394897E-01,3.0208588E+00
-1.0258308E+02,7.076358E-01,5.5313110E-01,3.0246735E+00
-1.0258125E+02,7.078531E-01,5.8761597E-01,3.0323029E+00
-1.0257942E+02,7.076494E-01,4.5791626E-01,3.0323029E+00
-1.0257759E+02,7.078123E-01,3.6697388E-01,3.0315399E+00
-1.0257576E+02,7.078666E-01,4.3624878E-01,3.0261993E+00
-1.0257393E+02,7.078123E-01,5.0399780E-01,3.0277252E+00
-1.0257210E+02,7.077173E-01,5.3909302E-01,3.0292511E+00
-1.0257026E+02,7.078666E-01,4.8751831E-01,3.0231476E+00
-1.0256843E+02,7.078259E-01,4.0206909E-01,3.0254364E+00
-1.0256660E+02,7.077580E-01,3.9901733E-01,3.0246735E+00
-1.0256477E+02,7.079889E-01,4.2037964E-01,3.0254364E+00
-1.0256294E+02,7.083555E-01,4.1824341E-01,3.0261993E+00
-1.0256111E+02,7.082605E-01,4.0786743E-01,3.0261993E+00
-1.0255928E+02,7.082605E-01,3.5385132E-01,3.0292511E+00
-1.0255745E+02,7.083963E-01,2.8396606E-01,3.0330658E+00
-1.0255562E+02,7.083555E-01,2.5650024E-01,3.0323029E+00
-1.0255378E+02,7.082197E-01,2.5924683E-01,3.0277252E+00
-1.0255195E+02,7.080024E-01,3.0441284E-01,3.0300140E+00
-1.0255012E+02,7.080703E-01,3.4927368E-01,3.0292511E+00
-1.0254829E+02,7.081111E-01,2.2293091E-01,3.0277252E+00
-1.0254646E+02,7.080703E-01,2.2079468E-01,3.0239105E+00
-1.0254463E+02,7.081382E-01,2.7023315E-01,3.0277252E+00
-1.0254280E+02,7.084370E-01,3.0929565E-01,3.0246735E+00
-1.0254097E+02,7.085728E-01,2.2567749E-01,3.0231476E+00
-1.0253914E+02,7.086000E-01,1.8295288E-01,3.0208588E+00
-1.0253730E+02,7.086136E-01,2.5802612E-01,3.0193329E+00
-1.0253547E+02,7.086815E-01,2.4032593E-01,3.0292511E+00
-1.0253364E+02,7.086407E-01,1.8753052E-01,3.0338287E+00
-1.0253181E+02,7.085185E-01,1.5090942E-01,3.0292511E+00
-1.0252998E+02,7.085321E-01,2.1408081E-01,3.0284882E+00
-1.0252815E+02,7.084778E-01,1.6921997E-01,3.0307770E+00
-1.0252632E+02,7.085049E-01,1.6433716E-01,3.0254364E+00
-1.0252449E+02,7.088444E-01,1.5640259E-01,3.0208588E+00
-1.0252266E+02,7.090753E-01,6.9427490E-02,3.0261993E+00
-1.0252083E+02,7.091568E-01,1.5411377E-02,3.0284882E+00
-1.0251899E+02,7.090074E-01,1.6937256E-02,3.0254364E+00
-1.0251716E+02,7.092247E-01,1.3259888E-01,3.0277252E+00
-1.0251533E+02,7.092518E-01,1.0299683E-01,3.0307770E+00
-1.0251350E+02,7.092247E-01,6.3629150E-02,3.0323029E+00
-1.0251167E+02,7.090210E-01,1.5258789E-04,3.0361176E+00
-1.0250984E+02,7.091839E-01,-8.3923340E-03,3.0323029E+00
-1.0250801E+02,7.091160E-01,5.8746338E-02,3.0353546E+00
-1.0250618E+02,7.092247E-01,1.7242432E-02,3.0300140E+00
-1.0250435E+02,7.092926E-01,7.1868896E-02,3.0353546E+00
-1.0250251E+02,7.095506E-01,-1.4450073E-01,3.0391693E+00
-1.0250068E+02,7.096321E-01,-1.7379761E-01,3.0338287E+00
-1.0249885E+02,7.095642E-01,-1.3687134E-01,3.0323029E+00
-1.0249702E+02,7.096592E-01,-7.0037842E-02,3.0345917E+00
-1.0249519E+02,7.097815E-01,8.4075928E-02,3.0376434E+00
-1.0249336E+02,7.096049E-01,3.7689209E-02,3.0368805E+00
-1.0249153E+02,7.093876E-01,4.1198730E-03,3.0368805E+00
-1.0248970E+02,7.094284E-01,-1.2405396E-01,3.0391693E+00
-1.0248787E+02,7.094555E-01,-1.4358521E-01,3.0361176E+00
-1.0248604E+02,7.095099E-01,-1.4511108E-01,3.0391693E+00
-1.0248420E+02,7.097271E-01,-1.7318726E-01,3.0429840E+00
-1.0248237E+02,7.099716E-01,-2.0950317E-01,3.0399323E+00
-1.0248054E+02,7.098901E-01,-1.9699097E-01,3.0429840E+00
-1.0247871E+02,7.098494E-01,-1.5457153E-01,3.0384064E+00
-1.0247688E+02,7.100531E-01,-2.0858765E-01,3.0345917E+00
-1.0247505E+02,7.100531E-01,-1.4968872E-01,3.0406952E+00
-1.0247322E+02,7.099444E-01,-9.0484619E-02,3.0368805E+00
-1.0247139E+02,7.099580E-01,-8.5601807E-02,3.0292511E+00
-1.0246956E+02,7.099716E-01,-1.0147095E-01,3.0300140E+00
-1.0246772E+02,7.099987E-01,-1.8814087E-01,3.0307770E+00
-1.0246589E+02,7.099987E-01,-1.7715454E-01,3.0261993E+00
-1.0246406E+02,7.101346E-01,-9.3536377E-02,3.0330658E+00
-1.0246223E+02,7.102975E-01,-1.5975952E-01,3.0361176E+00
-1.0246040E+02,7.103111E-01,-1.7745972E-01,3.0384064E+00
-1.0245857E+02,7.102975E-01,-1.4907837E-01,3.0414581E+00
-1.0245674E+02,7.104197E-01,-1.2222290E-01,3.0361176E+00
-1.0245491E+02,7.103247E-01,-1.1520386E-01,3.0361176E+00
-1.0245308E+02,7.102432E-01,-5.9051514E-02,3.0353546E+00
-1.0245125E+02,7.101481E-01,-1.8478394E-01,3.0323029E+00
-1.0244941E+02,7.103518E-01,-2.8335571E-01,3.0345917E+00
-1.0244758E+02,7.104197E-01,-2.1377563E-01,3.0361176E+00
-1.0244575E+02,7.105420E-01,-1.4236450E-01,3.0353546E+00
-1.0244392E+02,7.107864E-01,-1.0848999E-01,3.0384064E+00
-1.0244209E+02,7.109765E-01,-9.9029541E-02,3.0391693E+00
-1.0244026E+02,7.108271E-01,-2.7511597E-01,3.0414581E+00
-1.0243843E+02,7.108271E-01,-2.8549194E-01,3.0414581E+00
-1.0243660E+02,7.111259E-01,-2.6565552E-01,3.0399323E+00
-1.0243477E+02,7.110988E-01,-2.5039673E-01,3.0414581E+00
-1.0243293E+02,7.108951E-01,-1.0482788E-01,3.0445099E+00
-1.0243110E+02,7.109494E-01,-1.1917114E-01,3.0452728E+00
-1.0242927E+02,7.110716E-01,-1.2191772E-01,3.0460358E+00
-1.0242744E+02,7.109494E-01,-8.2550049E-02,3.0422211E+00
-1.0242561E+02,7.109765E-01,-8.6975098E-03,3.0376434E+00
-1.0242378E+02,7.110988E-01,8.6212158E-02,3.0399323E+00
-1.0242195E+02,7.113432E-01,8.1024170E-02,3.0452728E+00
-1.0242012E+02,7.114790E-01,-8.4075928E-02,3.0422211E+00
-1.0241829E+02,7.114111E-01,-8.9569092E-02,3.0406952E+00
-1.0241646E+02,7.115062E-01,3.4637451E-02,3.0437469E+00
-1.0241462E+02,7.115876E-01,4.1656494E-02,3.0452728E+00
-1.0241279E+02,7.114790E-01,1.6311646E-01,3.0437469E+00
-1.0241096E+02,7.115469E-01,1.1672974E-01,3.0429840E+00
-1.0240913E+02,7.115469E-01,-8.6822510E-02,3.0429840E+00
-1.0240730E+02,7.113839E-01,-2.9144287E-02,3.0429840E+00
-1.0240547E+02,7.115469E-01,6.8664551E-03,3.0422211E+00
-1.0240364E+02,7.117642E-01,1.4175415E-01,3.0368805E+00
-1.0240181E+02,7.118864E-01,5.3863525E-02,3.0399323E+00
-1.0239998E+02,7.116555E-01,-2.8991699E-03,3.0406952E+00
-1.0239814E+02,7.116555E-01,-9.5062256E-02,3.0429840E+00
-1.0239631E+02,7.119000E-01,6.4239502E-02,3.0429840E+00
-1.0239448E+02,7.119951E-01,2.5466919E-01,3.0406952E+00
-1.0239265E+02,7.118457E-01,2.6473999E-01,3.0361176E+00
-1.0239082E+02,7.117235E-01,2.2781372E-01,3.0414581E+00
-1.0238899E+02,7.118185E-01,1.3275146E-02,3.0414581E+00
-1.0238716E+02,7.118185E-01,8.4381104E-02,3.0452728E+00
-1.0238533E+02,7.119136E-01,1.9058228E-01,3.0437469E+00
-1.0238350E+02,7.121309E-01,2.7633667E-01,3.0422211E+00
-1.0238167E+02,7.124160E-01,2.7328491E-01,3.0391693E+00
-1.0237983E+02,7.124432E-01,1.7257690E-01,3.0422211E+00
-1.0237800E+02,7.124160E-01,8.4381104E-02,3.0361176E+00
-1.0237617E+02,7.125790E-01,1.9515991E-01,3.0429840E+00
-1.0237434E+02,7.125654E-01,2.7847290E-01,3.0429840E+00
-1.0237251E+02,7.123074E-01,3.5964966E-01,3.0460358E+00
-1.0237068E+02,7.122395E-01,3.3157349E-01,3.0460358E+00
-1.0236885E+02,7.123481E-01,2.3666382E-01,3.0483246E+00
-1.0236702E+02,7.121309E-01,1.9760132E-01,3.0483246E+00
-1.0236519E+02,7.124160E-01,3.3279419E-01,3.0490875E+00
-1.0236335E+02,7.126469E-01,4.2556763E-01,3.0460358E+00
-1.0236152E+02,7.127420E-01,4.3350220E-01,3.0475616E+00
-1.0235969E+02,7.126605E-01,3.5934448E-01,3.0513763E+00
-1.0235786E+02,7.128506E-01,2.0095825E-01,3.0467987E+00
-1.0235603E+02,7.128914E-01,1.3992310E-01,3.0475616E+00
-1.0235420E+02,7.128099E-01,2.4002075E-01,3.0445099E+00
-1.0235237E+02,7.125926E-01,3.4835815E-01,3.0452728E+00
-1.0235054E+02,7.127148E-01,3.3706665E-01,3.0437469E+00
-1.0234871E+02,7.126605E-01,2.7969360E-01,3.0460358E+00
-1.0234688E+02,7.126333E-01,3.3096313E-01,3.0498505E+00
-1.0234504E+02,7.127556E-01,5.0430298E-01,3.0521393E+00
-1.0234321E+02,7.130136E-01,4.1732788E-01,3.0506134E+00
-1.0234138E+02,7.132173E-01,3.5110474E-01,3.0506134E+00
-1.0233955E+02,7.131765E-01,3.7216187E-01,3.0498505E+00
-1.0233772E+02,7.132309E-01,2.2994995E-01,3.0483246E+00
-1.0233589E+02,7.134346E-01,2.6779175E-01,3.0460358E+00
-1.0233406E+02,7.133802E-01,3.2943726E-01,3.0490875E+00
-1.0233223E+02,7.132988E-01,4.1244507E-01,3.0506134E+00
-1.0233040E+02,7.132037E-01,3.3432007E-01,3.0498505E+00
-1.0232856E+02,7.132309E-01,2.4673462E-01,3.0536652E+00
-1.0232673E+02,7.130272E-01,2.4520874E-01,3.0452728E+00
-1.0232490E+02,7.132580E-01,2.4154663E-01,3.0437469E+00
-1.0232307E+02,7.134482E-01,1.7868042E-01,3.0475616E+00
-1.0232124E+02,7.135161E-01,2.3361206E-01,3.0452728E+00
-1.0231941E+02,7.134753E-01,1.5213013E-01,3.0490875E+00
-1.0231758E+02,7.136654E-01,6.8206787E-02,3.0498505E+00
-1.0231575E+02,7.137062E-01,1.7868042E-01,3.0544281E+00
-1.0231392E+02,7.135975E-01,1.6494751E-01,3.0483246E+00
-1.0231209E+02,7.135025E-01,2.0828247E-01,3.0475616E+00
-1.0231025E+02,7.136111E-01,1.4724731E-01,3.0544281E+00
-1.0230842E+02,7.136383E-01,1.5457153E-01,3.0498505E+00
-1.0230659E+02,7.135704E-01,1.8661499E-01,3.0513763E+00
-1.0230476E+02,7.136111E-01,2.3208618E-01,3.0498505E+00
-1.0230293E+02,7.137469E-01,2.6901245E-01,3.0490875E+00
-1.0230110E+02,7.137605E-01,2.6290894E-01,3.0544281E+00
-1.0229927E+02,7.136654E-01,1.4053345E-01,3.0567169E+00
-1.0229744E+02,7.138148E-01,7.4615479E-02,3.0475616E+00
-1.0229561E+02,7.139099E-01,1.5609741E-01,3.0544281E+00
-1.0229377E+02,7.138691E-01,1.1123657E-01,3.0536652E+00
-1.0229194E+02,7.137469E-01,1.0086060E-01,3.0605316E+00
-1.0229011E+02,7.137741E-01,7.6141357E-02,3.0574799E+00
-1.0228828E+02,7.138148E-01,9.2926025E-02,3.0567169E+00
-1.0228645E+02,7.138827E-01,2.1514893E-02,3.0529022E+00
-1.0228462E+02,7.140728E-01,-8.6975098E-03,3.0521393E+00
-1.0228279E+02,7.142901E-01,-2.9754639E-02,3.0513763E+00
-1.0228096E+02,7.142222E-01,-5.0354004E-03,3.0506134E+00
-1.0227913E+02,7.141951E-01,-1.2222290E-01,3.0483246E+00
-1.0227729E+02,7.143037E-01,-7.4920654E-02,3.0521393E+00
-1.0227546E+02,7.145074E-01,-1.0238647E-01,3.0551910E+00
-1.0227363E+02,7.144395E-01,-1.4755249E-01,3.0475616E+00
-1.0227180E+02,7.142086E-01,-1.5365601E-01,3.0513763E+00
-1.0226997E+02,7.142901E-01,-1.4236450E-01,3.0506134E+00
-1.0226814E+02,7.143309E-01,-1.0726929E-01,3.0475616E+00
-1.0226631E+02,7.141000E-01,-7.6141357E-02,3.0422211E+00
-1.0226448E+02,7.143988E-01,-7.0343018E-02,3.0475616E+00
-1.0226265E+02,7.146296E-01,-1.6952515E-01,3.0551910E+00
-1.0226082E+02,7.147383E-01,-1.0025024E-01,3.0620575E+00
-1.0225898E+02,7.148333E-01,-1.5518188E-01,3.0635834E+00
-1.0225715E+02,7.149420E-01,-6.7901611E-02,3.0536652E+00
-1.0225532E+02,7.150235E-01,-7.5225830E-02,3.0521393E+00
-1.0225349E+02,7.147790E-01,-1.4938354E-01,3.0605316E+00
-1.0225166E+02,7.146296E-01,-2.7023315E-01,3.0529022E+00
-1.0224983E+02,7.146296E-01,-3.0258179E-01,3.0590057E+00
-1.0224800E+02,7.147519E-01,-2.0431519E-01,3.0551910E+00
-1.0224617E+02,7.147111E-01,-2.1530151E-01,3.0529022E+00
-1.0224434E+02,7.149691E-01,-2.5985718E-01,3.0521393E+00
-1.0224250E+02,7.151864E-01,-2.8457642E-01,3.0513763E+00
-1.0224067E+02,7.151864E-01,-2.5863647E-01,3.0567169E+00
-1.0223884E+02,7.151593E-01,-2.0919800E-01,3.0559540E+00
-1.0223701E+02,7.154173E-01,-2.1072388E-01,3.0582428E+00
-1.0223518E+02,7.156210E-01,-1.4785767E-01,3.0574799E+00
-1.0223335E+02,7.153630E-01,-2.0675659E-01,3.0498505E+00
-1.0223152E+02,7.151729E-01,-3.4194946E-01,3.0490875E+00
-1.0222969E+02,7.153766E-01,-3.1692505E-01,3.0483246E+00
