in s,C1 in V,C3 in V,C4 in V
-5.3314858E+01,6.662565E-01,-6.8511963E-02,2.9563904E-01
-5.3313026E+01,6.665960E-01,9.6130371E-03,2.9106140E-01
-5.3311195E+01,6.667318E-01,3.7689209E-02,2.9411316E-01
-5.3309364E+01,6.665146E-01,8.3923340E-03,2.9563904E-01
-5.3307533E+01,6.667183E-01,-1.0879517E-01,2.9258728E-01
-5.3305702E+01,6.664602E-01,-1.0543823E-01,2.9029846E-01
-5.3303871E+01,6.662973E-01,-5.8746338E-02,2.9258728E-01
-5.3302040E+01,6.656183E-01,2.8839111E-02,2.9716492E-01
-5.3300209E+01,6.658355E-01,1.0330200E-01,2.9487610E-01
-5.3298378E+01,6.659442E-01,7.6141357E-02,2.9487610E-01
-5.3296547E+01,6.657676E-01,1.5396118E-01,3.0174255E-01
-5.3294716E+01,6.653738E-01,1.4816284E-01,2.9563904E-01
-5.3292885E+01,6.659034E-01,1.0848999E-01,2.9182434E-01
-5.3291054E+01,6.659306E-01,1.8936157E-01,2.9563904E-01
-5.3289223E+01,6.656183E-01,1.4022827E-01,2.9945374E-01
-5.3287392E+01,6.657133E-01,1.9729614E-01,3.0021667E-01
-5.3285561E+01,6.656183E-01,1.6189575E-01,3.0632019E-01
-5.3283730E+01,6.654689E-01,8.4686279E-02,3.0479431E-01
-5.3281899E+01,6.649121E-01,1.0391235E-01,3.0174255E-01
-5.3280067E+01,6.650886E-01,2.3513794E-01,3.0326843E-01
-5.3278236E+01,6.650886E-01,1.6921997E-01,3.0021667E-01
-5.3276405E+01,6.648442E-01,9.2315674E-02,3.0250549E-01
-5.3274574E+01,6.644911E-01,4.0435791E-02,2.9640198E-01
-5.3272743E+01,6.650886E-01,1.9989014E-02,2.9563904E-01
-5.3270912E+01,6.651565E-01,2.0858765E-01,3.0250549E-01
-5.3269081E+01,6.649800E-01,1.9638062E-01,3.0021667E-01
-5.3267250E+01,6.649528E-01,1.2588501E-01,2.9945374E-01
-5.3265419E+01,6.647899E-01,1.2969971E-02,2.9792786E-01
-5.3263588E+01,6.644232E-01,-2.1209717E-02,2.9563904E-01
-5.3261757E+01,6.640429E-01,4.3182373E-02,2.9411316E-01
-5.3259926E+01,6.642059E-01,1.0543823E-01,2.9258728E-01
-5.3258095E+01,6.642874E-01,1.0360718E-01,2.9029846E-01
-5.3256264E+01,6.641516E-01,2.3345947E-02,2.9945374E-01
-5.3254433E+01,6.638257E-01,4.2877197E-02,2.9563904E-01
-5.3252602E+01,6.641787E-01,-7.3394775E-02,2.9716492E-01
-5.3250771E+01,6.640973E-01,-5.0354004E-03,2.9792786E-01
-5.3248940E+01,6.638664E-01,8.1329346E-02,3.0250549E-01
-5.3247108E+01,6.639750E-01,-8.9263916E-02,2.9869080E-01
-5.3245277E+01,6.638936E-01,-2.3971558E-01,3.0403137E-01
-5.3243446E+01,6.634590E-01,-3.3737183E-01,3.0632019E-01
-5.3241615E+01,6.632417E-01,-2.4581909E-01,3.0021667E-01
-5.3239784E+01,6.634047E-01,-1.3931274E-01,2.9792786E-01
-5.3237953E+01,6.634454E-01,-4.8370361E-02,3.0250549E-01
-5.3236122E+01,6.631602E-01,-9.8114014E-02,3.0632019E-01
-5.3234291E+01,6.630108E-01,-2.0645142E-01,3.0555725E-01
-5.3232460E+01,6.633096E-01,-2.9037476E-01,3.0555725E-01
-5.3230629E+01,6.633096E-01,-1.4938354E-01,3.0708313E-01
-5.3228798E+01,6.632145E-01,1.7242432E-02,3.0632019E-01
-5.3226967E+01,6.634318E-01,-1.0482788E-01,3.0250549E-01
-5.3225136E+01,6.633232E-01,-2.3910522E-01,3.0479431E-01
-5.3223305E+01,6.626306E-01,-3.5293579E-01,3.0326843E-01
-5.3221474E+01,6.623318E-01,-3.6117554E-01,3.0326843E-01
-5.3219643E+01,6.624948E-01,-2.6565552E-01,3.0403137E-01
-5.3217812E+01,6.623047E-01,-1.9912720E-01,2.9106140E-01
-5.3215981E+01,6.623726E-01,-2.7542114E-01,2.9792786E-01
-5.3214149E+01,6.623726E-01,-3.1875610E-01,3.0021667E-01
-5.3212318E+01,6.626034E-01,-3.9779663E-01,2.9792786E-01
-5.3210487E+01,6.623861E-01,-3.0105591E-01,2.9945374E-01
-5.3208656E+01,6.621145E-01,-1.6769409E-01,3.0174255E-01
-5.3206825E+01,6.622639E-01,-1.6860962E-01,2.9563904E-01
-5.3204994E+01,6.620195E-01,-2.4124146E-01,2.9258728E-01
-5.3203163E+01,6.617479E-01,-3.4378052E-01,2.9716492E-01
-5.3201332E+01,6.616664E-01,-3.1509399E-01,3.0403137E-01
-5.3199501E+01,6.616664E-01,-2.8549194E-01,3.0326843E-01
-5.3197670E+01,6.617071E-01,-2.4490356E-01,3.0708313E-01
-5.3195839E+01,6.613540E-01,-2.9708862E-01,2.9869080E-01
-5.3194008E+01,6.610553E-01,-3.5140991E-01,3.0632019E-01
-5.3192177E+01,6.615442E-01,-3.0746460E-01,3.0021667E-01
-5.3190346E+01,6.615442E-01,-2.6657104E-01,3.0021667E-01
-5.3188515E+01,6.614627E-01,-1.9454956E-01,3.0250549E-01
-5.3186684E+01,6.613405E-01,-2.3147583E-01,3.0403137E-01
-5.3184853E+01,6.613676E-01,-3.1387329E-01,3.0479431E-01
-5.3183022E+01,6.607565E-01,-2.0248413E-01,3.0632019E-01
-5.3181190E+01,6.606614E-01,-1.5426636E-01,3.0784607E-01
-5.3179359E+01,6.607293E-01,-1.3473511E-01,3.0708313E-01
-5.3177528E+01,6.607429E-01,-1.3168335E-01,3.1013489E-01
-5.3175697E+01,6.603898E-01,-8.1634521E-02,3.0860901E-01
-5.3173866E+01,6.602812E-01,6.2561035E-03,3.0860901E-01
-5.3172035E+01,6.609738E-01,4.7302246E-03,3.0937195E-01
-5.3170204E+01,6.607022E-01,2.5939941E-03,3.0937195E-01
-5.3168373E+01,6.605256E-01,1.3732910E-03,3.1623840E-01
-5.3166542E+01,6.605121E-01,1.3259888E-01,3.2081604E-01
-5.3164711E+01,6.601861E-01,1.3778687E-01,3.1623840E-01
-5.3162880E+01,6.597244E-01,1.8905640E-01,3.1852722E-01
-5.3161049E+01,6.597244E-01,2.6107788E-01,3.1929016E-01
-5.3159218E+01,6.599145E-01,2.1194458E-01,3.1547546E-01
-5.3157387E+01,6.599145E-01,1.9454956E-01,3.1318665E-01
-5.3155556E+01,6.594664E-01,1.6281128E-01,3.1547546E-01
-5.3153725E+01,6.597108E-01,2.4063110E-01,3.1623840E-01
-5.3151894E+01,6.598195E-01,1.2374878E-01,3.2157898E-01
-5.3150063E+01,6.597244E-01,1.7990112E-01,3.1623840E-01
-5.3148231E+01,6.596837E-01,1.6403198E-01,3.1700134E-01
-5.3146400E+01,6.596972E-01,2.4246216E-01,3.1471252E-01
-5.3144569E+01,6.595479E-01,2.9830933E-01,3.2005310E-01
-5.3142738E+01,6.589503E-01,2.9067993E-01,3.1852722E-01
-5.3140907E+01,6.589096E-01,3.5354614E-01,3.1547546E-01
-5.3139076E+01,6.589639E-01,3.2089233E-01,3.1700134E-01
-5.3137245E+01,6.586923E-01,3.4805298E-01,3.1700134E-01
-5.3135414E+01,6.585293E-01,4.0756226E-01,3.1852722E-01
-5.3133583E+01,6.587059E-01,3.8192749E-01,3.1929016E-01
-5.3131752E+01,6.592898E-01,3.9779663E-01,3.1089783E-01
-5.3129921E+01,6.588009E-01,3.7887573E-01,3.0860901E-01
-5.3128090E+01,6.588688E-01,3.5324097E-01,3.1242371E-01
-5.3126259E+01,6.587602E-01,3.8436890E-01,3.1394958E-01
-5.3124428E+01,6.585293E-01,2.4917603E-01,3.2157898E-01
-5.3122597E+01,6.579454E-01,2.9739380E-01,3.1700134E-01
-5.3120766E+01,6.579725E-01,4.3930054E-01,3.1776428E-01
-5.3118935E+01,6.582034E-01,4.6249390E-01,3.2005310E-01
-5.3117104E+01,6.581491E-01,3.3767700E-01,3.2310486E-01
-5.3115272E+01,6.573614E-01,3.3126831E-01,3.2539368E-01
-5.3113441E+01,6.579318E-01,3.1448364E-01,3.2157898E-01
-5.3111610E+01,6.582170E-01,3.0075073E-01,3.2310486E-01
-5.3109779E+01,6.578911E-01,3.8223267E-01,3.1700134E-01
-5.3107948E+01,6.580133E-01,2.3147583E-01,3.1700134E-01
-5.3106117E+01,6.576466E-01,2.1713257E-01,3.2081604E-01
-5.3104286E+01,6.577960E-01,1.1093140E-01,3.2081604E-01
-5.3102455E+01,6.570491E-01,1.6555786E-01,3.1929016E-01
-5.3100624E+01,6.572392E-01,3.6300659E-01,3.1700134E-01
-5.3098793E+01,6.573478E-01,3.8589478E-01,3.1852722E-01
-5.3096962E+01,6.572935E-01,3.9901733E-01,3.1623840E-01
-5.3095131E+01,6.566145E-01,3.0044556E-01,3.2234192E-01
-5.3093300E+01,6.570083E-01,2.4398804E-01,3.1623840E-01
-5.3091469E+01,6.571306E-01,3.2821655E-01,3.1547546E-01
-5.3089638E+01,6.569676E-01,3.8681030E-01,3.1700134E-01
-5.3087807E+01,6.572256E-01,3.3737183E-01,3.1089783E-01
-5.3085976E+01,6.569812E-01,2.1987915E-01,3.1318665E-01
-5.3084144E+01,6.569268E-01,1.4175415E-01,3.2310486E-01
-5.3082313E+01,6.562614E-01,3.0380249E-01,3.2539368E-01
-5.3080482E+01,6.563429E-01,5.2139282E-01,3.3073425E-01
-5.3078651E+01,6.564515E-01,6.2667847E-01,3.2539368E-01
-5.3076820E+01,6.563701E-01,5.6350708E-01,3.2234192E-01
-5.3074989E+01,6.556910E-01,5.7723999E-01,3.2310486E-01
-5.3073158E+01,6.561935E-01,6.3980103E-01,3.2386780E-01
-5.3071327E+01,6.563836E-01,5.4489136E-01,3.2234192E-01
-5.3069496E+01,6.562750E-01,6.0806274E-01,3.2081604E-01
-5.3067665E+01,6.562614E-01,6.4529419E-01,3.1700134E-01
-5.3065834E+01,6.561392E-01,6.0165405E-01,3.1700134E-01
-5.3064003E+01,6.559219E-01,5.5984497E-01,3.1089783E-01
-5.3062172E+01,6.552701E-01,9.1018677E-01,3.1700134E-01
-5.3060341E+01,6.553651E-01,1.2208557E+00,3.2081604E-01
-5.3058510E+01,6.555960E-01,1.2959290E+00,3.1852722E-01
-5.3056679E+01,6.555824E-01,1.1512756E+00,3.2157898E-01
-5.3054848E+01,6.549441E-01,1.3011169E+00,3.1776428E-01
-5.3053017E+01,6.553923E-01,1.5058899E+00,3.1776428E-01
-5.3051185E+01,6.553515E-01,1.4424133E+00,3.2005310E-01
-5.3049354E+01,6.552157E-01,1.6618347E+00,3.2386780E-01
-5.3047523E+01,6.554466E-01,1.6825867E+00,3.2463074E-01
-5.3045692E+01,6.553380E-01,1.6099548E+00,3.1776428E-01
-5.3043861E+01,6.548898E-01,1.7503357E+00,3.1471252E-01
-5.3042030E+01,6.544824E-01,2.0423889E+00,3.1700134E-01
-5.3040199E+01,6.545367E-01,2.5102234E+00,3.1776428E-01
-5.3038368E+01,6.546861E-01,2.7198792E+00,3.2005310E-01
-5.3036537E+01,6.544824E-01,2.8959656E+00,3.2539368E-01
-5.3034706E+01,6.541157E-01,3.0818176E+00,3.2920837E-01
-5.3032875E+01,6.544417E-01,3.1159973E+00,3.3378601E-01
-5.3031044E+01,6.544009E-01,3.1700134E+00,3.2157898E-01
-5.3029213E+01,6.544552E-01,3.0876160E+00,3.2463074E-01
-5.3027382E+01,6.543873E-01,3.0699158E+00,3.2615662E-01
-5.3025551E+01,6.543330E-01,2.9689026E+00,3.2234192E-01
-5.3023720E+01,6.536540E-01,3.1111145E+00,3.3149719E-01
-5.3021889E+01,6.533824E-01,2.9695129E+00,3.2691956E-01
-5.3020058E+01,6.537219E-01,2.9350281E+00,3.2539368E-01
-5.3018226E+01,6.538441E-01,2.9994202E+00,3.2463074E-01
-5.3016395E+01,6.537762E-01,2.9948425E+00,3.3149719E-01
-5.3014564E+01,6.534231E-01,3.0122375E+00,3.3073425E-01
-5.3012733E+01,6.536404E-01,2.9814148E+00,3.2997131E-01
-5.3010902E+01,6.535046E-01,3.1346130E+00,3.2844543E-01
-5.3009071E+01,6.533145E-01,3.1330872E+00,3.2615662E-01
-5.3007240E+01,6.534503E-01,2.9777527E+00,3.2691956E-01
-5.3005409E+01,6.534231E-01,2.8800964E+00,3.2081604E-01
-5.3003578E+01,6.528663E-01,2.7433777E+00,3.1700134E-01
-5.3001747E+01,6.525676E-01,2.5080872E+00,3.2005310E-01
-5.2999916E+01,6.526355E-01,2.3054504E+00,3.2310486E-01
-5.2998085E+01,6.524997E-01,2.1696472E+00,3.2539368E-01
-5.2996254E+01,6.523639E-01,1.9728088E+00,3.2157898E-01
-5.2994423E+01,6.520651E-01,1.7124939E+00,3.2157898E-01
-5.2992592E+01,6.526083E-01,1.6984558E+00,3.2157898E-01
-5.2990761E+01,6.523639E-01,1.8916321E+00,3.2386780E-01
-5.2988930E+01,6.524725E-01,1.8437195E+00,3.2768250E-01
-5.2987099E+01,6.526762E-01,1.8620300E+00,3.2463074E-01
-5.2985267E+01,6.523774E-01,1.8162537E+00,3.2920837E-01
-5.2983436E+01,6.518614E-01,1.5028381E+00,3.3073425E-01
-5.2981605E+01,6.513453E-01,1.1222839E+00,3.2691956E-01
-5.2979774E+01,6.517256E-01,9.4436646E-01,3.2539368E-01
-5.2977943E+01,6.517120E-01,8.5311890E-01,3.2539368E-01
-5.2976112E+01,6.517256E-01,7.9574585E-01,3.2997131E-01
-5.2974281E+01,6.515219E-01,5.6198120E-01,3.2997131E-01
-5.2972450E+01,6.518886E-01,5.5587769E-01,3.2920837E-01
-5.2970619E+01,6.515626E-01,7.0541382E-01,3.2234192E-01
-5.2968788E+01,6.514676E-01,6.6482544E-01,3.2539368E-01
-5.2966957E+01,6.516034E-01,5.7479858E-01,3.2844543E-01
-5.2965126E+01,6.516169E-01,5.1010132E-01,3.2768250E-01
-5.2963295E+01,6.510330E-01,2.3788452E-01,3.3073425E-01
-5.2961464E+01,6.505034E-01,1.0681152E-03,3.3302307E-01
-5.2959633E+01,6.508021E-01,-6.1187744E-02,3.2997131E-01
-5.2957802E+01,6.505577E-01,-1.4511108E-01,3.2844543E-01
-5.2955971E+01,6.504490E-01,-4.7042847E-01,3.3073425E-01
-5.2954140E+01,6.502725E-01,-7.1456909E-01,3.3531189E-01
-5.2952308E+01,6.506799E-01,-7.0755005E-01,3.3226013E-01
-5.2950477E+01,6.505034E-01,-5.0765991E-01,3.3302307E-01
-5.2948646E+01,6.504083E-01,-4.3075562E-01,3.3531189E-01
-5.2946815E+01,6.506799E-01,-4.9270630E-01,3.3302307E-01
-5.2944984E+01,6.504219E-01,-5.9585571E-01,3.3302307E-01
-5.2943153E+01,6.498379E-01,-9.4039917E-01,3.3607483E-01
-5.2941322E+01,6.495256E-01,-1.2611389E+00,3.3683777E-01
-5.2939491E+01,6.496071E-01,-1.3728333E+00,3.3302307E-01
-5.2937660E+01,6.495256E-01,-1.5361023E+00,3.2768250E-01
-5.2935829E+01,6.494713E-01,-1.6340637E+00,3.3226013E-01
-5.2933998E+01,6.491996E-01,-1.7857361E+00,3.3836365E-01
-5.2932167E+01,6.497564E-01,-1.7158508E+00,3.3226013E-01
-5.2930336E+01,6.494577E-01,-1.5794373E+00,3.3683777E-01
-5.2928505E+01,6.493083E-01,-1.5608215E+00,3.3988953E-01
-5.2926674E+01,6.493219E-01,-1.6447449E+00,3.3683777E-01
-5.2924843E+01,6.492675E-01,-1.7543030E+00,3.2997131E-01
-5.2923012E+01,6.488466E-01,-1.9587708E+00,3.3302307E-01
-5.2921181E+01,6.485478E-01,-2.2499084E+00,3.3149719E-01
-5.2919349E+01,6.483848E-01,-2.2651672E+00,3.2997131E-01
-5.2917518E+01,6.484799E-01,-2.3921204E+00,3.3149719E-01
-5.2915687E+01,6.481540E-01,-2.5178528E+00,3.3302307E-01
-5.2913856E+01,6.479910E-01,-2.6652527E+00,3.2997131E-01
-5.2912025E+01,6.487787E-01,-2.7168274E+00,3.3073425E-01
-5.2910194E+01,6.485478E-01,-2.5575256E+00,3.3226013E-01
-5.2908363E+01,6.483577E-01,-2.5074768E+00,3.3607483E-01
-5.2906532E+01,6.484663E-01,-2.5401306E+00,3.3836365E-01
-5.2904701E+01,6.482083E-01,-2.5975037E+00,3.3607483E-01
-5.2902870E+01,6.475836E-01,-2.7903748E+00,3.3454895E-01
-5.2901039E+01,6.475021E-01,-2.8822327E+00,3.3912659E-01
-5.2899208E+01,6.477194E-01,-2.8718567E+00,3.3607483E-01
-5.2897377E+01,6.475836E-01,-2.8913879E+00,3.3226013E-01
-5.2895546E+01,6.470675E-01,-3.0061340E+00,3.3378601E-01
-5.2893715E+01,6.471626E-01,-3.0503845E+00,3.3149719E-01
-5.2891884E+01,6.476379E-01,-3.0012512E+00,3.3531189E-01
-5.2890053E+01,6.474206E-01,-2.9676819E+00,3.3760071E-01
-5.2888222E+01,6.472169E-01,-2.9173279E+00,3.3531189E-01
-5.2886390E+01,6.471898E-01,-2.9359436E+00,3.3683777E-01
-5.2884559E+01,6.472848E-01,-2.8935242E+00,3.3073425E-01
-5.2882728E+01,6.462935E-01,-2.5865173E+00,3.3454895E-01
-5.2880897E+01,6.461848E-01,-2.1601868E+00,3.3607483E-01
-5.2879066E+01,6.465515E-01,-2.0573425E+00,3.3683777E-01
-5.2877235E+01,6.463342E-01,-2.0616150E+00,3.3531189E-01
-5.2875404E+01,6.457231E-01,-1.9621277E+00,3.3302307E-01
-5.2873573E+01,6.462935E-01,-1.8083191E+00,3.3378601E-01
-5.2871742E+01,6.466194E-01,-1.8754578E+00,3.3607483E-01
-5.2869911E+01,6.463478E-01,-1.9429016E+00,3.3988953E-01
-5.2868080E+01,6.463070E-01,-1.8693542E+00,3.3988953E-01
-5.2866249E+01,6.462256E-01,-1.9200134E+00,3.4065247E-01
-5.2864418E+01,6.458860E-01,-1.8290710E+00,3.3531189E-01
-5.2862587E+01,6.452478E-01,-1.5318298E+00,3.3454895E-01
-5.2860756E+01,6.453836E-01,-1.1680603E+00,3.3378601E-01
-5.2858925E+01,6.455465E-01,-1.0920715E+00,3.3302307E-01
-5.2857094E+01,6.453428E-01,-9.9380493E-01,3.3683777E-01
-5.2855262E+01,6.447453E-01,-7.9452515E-01,3.3836365E-01
-5.2853431E+01,6.449490E-01,-6.6513062E-01,3.3760071E-01
-5.2851600E+01,6.452885E-01,-6.7520142E-01,3.3836365E-01
-5.2849769E+01,6.451255E-01,-6.8435669E-01,3.3607483E-01
-5.2847938E+01,6.450984E-01,-7.3471069E-01,3.4065247E-01
-5.2846107E+01,6.450033E-01,-7.9696655E-01,3.4141541E-01
-5.2844276E+01,6.447725E-01,-7.6248169E-01,3.4675598E-01
-5.2842445E+01,6.440255E-01,-5.8731079E-01,3.3912659E-01
-5.2840614E+01,6.441885E-01,-4.3350220E-01,3.3226013E-01
-5.2838783E+01,6.441342E-01,-3.8314819E-01,3.3454895E-01
-5.2836952E+01,6.441478E-01,-3.9199829E-01,3.3531189E-01
-5.2835121E+01,6.436589E-01,-3.9627075E-01,3.4217834E-01
-5.2833290E+01,6.439576E-01,-4.7958374E-01,3.4141541E-01
-5.2831459E+01,6.444194E-01,-4.2251587E-01,3.3836365E-01
-5.2829628E+01,6.442700E-01,-3.8009644E-01,3.3760071E-01
-5.2827797E+01,6.442836E-01,-4.6432495E-01,3.3531189E-01
-5.2825966E+01,6.436860E-01,-5.0247192E-01,3.3760071E-01
-5.2824135E+01,6.436317E-01,-4.9758911E-01,3.4370422E-01
-5.2822303E+01,6.429120E-01,-3.6605835E-01,3.4294128E-01
-5.2820472E+01,6.429391E-01,-2.6748657E-01,3.4217834E-01
-5.2818641E+01,6.430206E-01,-1.5213013E-01,3.3683777E-01
-5.2816810E+01,6.432922E-01,-2.1804810E-01,3.3683777E-01
-5.2814979E+01,6.423687E-01,-2.4520874E-01,3.3836365E-01
-5.2813148E+01,6.427490E-01,-2.3056030E-01,3.3988953E-01
-5.2811317E+01,6.430342E-01,-2.6260376E-01,3.3760071E-01
-5.2809486E+01,6.426811E-01,-1.7654419E-01,3.3378601E-01
-5.2807655E+01,6.427762E-01,-3.2394409E-01,3.3149719E-01
-5.2805824E+01,6.428305E-01,-3.8040161E-01,3.3836365E-01
-5.2803993E+01,6.426539E-01,-5.0003052E-01,3.3378601E-01
-5.2802162E+01,6.415539E-01,-4.7103882E-01,3.3302307E-01
-5.2800331E+01,6.418255E-01,-3.2302856E-01,3.3454895E-01
-5.2798500E+01,6.416626E-01,-2.1957397E-01,3.3912659E-01
-5.2796669E+01,6.416082E-01,-2.2567749E-01,3.5057068E-01
-5.2794838E+01,6.412552E-01,-2.5619507E-01,3.4217834E-01
-5.2793007E+01,6.418799E-01,-3.2394409E-01,3.4446716E-01
-5.2791176E+01,6.420836E-01,-3.2669067E-01,3.3912659E-01
-5.2789344E+01,6.419070E-01,-2.0767212E-01,3.3912659E-01
-5.2787513E+01,6.417848E-01,-2.5161743E-01,3.3531189E-01
-5.2785682E+01,6.417848E-01,-3.7704468E-01,3.3149719E-01
-5.2783851E+01,6.412552E-01,-4.2251587E-01,3.3302307E-01
-5.2782020E+01,6.407391E-01,-5.1895142E-01,3.3683777E-01
-5.2780189E+01,6.409836E-01,-3.8742065E-01,3.3607483E-01
-5.2778358E+01,6.407527E-01,-2.1713257E-01,3.4065247E-01
-5.2776527E+01,6.407391E-01,-3.7277222E-01,3.4599304E-01
-5.2774696E+01,6.403317E-01,-3.6392212E-01,3.4675598E-01
-5.2772865E+01,6.405897E-01,-4.1824341E-01,3.4599304E-01
-5.2771034E+01,6.408749E-01,-3.7887573E-01,3.3836365E-01
-5.2769203E+01,6.404403E-01,-2.6748657E-01,3.4141541E-01
-5.2767372E+01,6.406576E-01,-2.5802612E-01,3.3912659E-01
-5.2765541E+01,6.405082E-01,-4.2739868E-01,3.4675598E-01
-5.2763710E+01,6.402502E-01,-5.3726196E-01,3.4828186E-01
-5.2761879E+01,6.398428E-01,-3.8314819E-01,3.4523010E-01
-5.2760048E+01,6.396798E-01,-3.3035278E-01,3.4599304E-01
-5.2758217E+01,6.397206E-01,-1.9699097E-01,3.4446716E-01
-5.2756385E+01,6.393675E-01,-2.2109985E-01,3.4523010E-01
-5.2754554E+01,6.391095E-01,-2.7786255E-01,3.4370422E-01
-5.2752723E+01,6.395984E-01,-3.3706665E-01,3.4599304E-01
-5.2750892E+01,6.398564E-01,-4.2251587E-01,3.4751892E-01
-5.2749061E+01,6.395712E-01,-2.9312134E-01,3.4599304E-01
-5.2747230E+01,6.396934E-01,-3.3767700E-01,3.4294128E-01
-5.2745399E+01,6.392589E-01,-3.4957886E-01,3.4980774E-01
-5.2743568E+01,6.390551E-01,-4.7378540E-01,3.4675598E-01
-5.2741737E+01,6.383625E-01,-3.9627075E-01,3.4751892E-01
-5.2739906E+01,6.387700E-01,-3.0075073E-01,3.4599304E-01
-5.2738075E+01,6.388514E-01,-2.2445679E-01,3.4675598E-01
-5.2736244E+01,6.384576E-01,-2.8274536E-01,3.4446716E-01
-5.2734413E+01,6.382946E-01,-3.1082153E-01,3.4217834E-01
-5.2732582E+01,6.387156E-01,-2.3452759E-01,3.4370422E-01
-5.2730751E+01,6.385663E-01,-1.5670776E-01,3.4217834E-01
-5.2728920E+01,6.384848E-01,-9.0789795E-02,3.4675598E-01
-5.2727089E+01,6.384305E-01,-1.1734009E-01,3.4751892E-01
-5.2725258E+01,6.383218E-01,-1.5060425E-01,3.4828186E-01
-5.2723426E+01,6.378601E-01,-8.8043213E-02,3.4751892E-01
-5.2721595E+01,6.373304E-01,-7.3089600E-02,3.4828186E-01
-5.2719764E+01,6.376971E-01,-6.1492920E-02,3.4980774E-01
-5.2717933E+01,6.376971E-01,-7.6446533E-02,3.4828186E-01
-5.2716102E+01,6.372490E-01,-1.4358521E-01,3.5896301E-01
-5.2714271E+01,6.371811E-01,-8.7432861E-02,3.5820007E-01
-5.2712440E+01,6.376428E-01,-6.1187744E-02,3.5362244E-01
-5.2710609E+01,6.374934E-01,-4.3487549E-02,3.5591125E-01
-5.2708778E+01,6.372761E-01,-3.0670166E-02,3.5896301E-01
-5.2706947E+01,6.373169E-01,-5.3558350E-02,3.5972595E-01
-5.2705116E+01,6.373440E-01,2.3956299E-02,3.6201477E-01
-5.2703285E+01,6.366786E-01,6.4239502E-02,3.6659241E-01
-5.2701454E+01,6.361625E-01,5.0354004E-03,3.6354065E-01
-5.2699623E+01,6.363662E-01,6.6680908E-02,3.6048889E-01
-5.2697792E+01,6.363934E-01,8.1024170E-02,3.5972595E-01
-5.2695961E+01,6.359181E-01,-2.9144287E-02,3.5896301E-01
-5.2694130E+01,6.360267E-01,-9.6130371E-03,3.5896301E-01
-5.2692299E+01,6.364070E-01,3.9825439E-02,3.6201477E-01
-5.2690467E+01,6.364749E-01,1.2161255E-01,3.5972595E-01
-5.2688636E+01,6.361625E-01,8.1939697E-02,3.6125183E-01
-5.2686805E+01,6.361354E-01,9.2010498E-02,3.6125183E-01
-5.2684974E+01,6.360132E-01,3.2043457E-03,3.6506653E-01
-5.2683143E+01,6.353749E-01,4.1656494E-02,3.6735535E-01
-5.2681312E+01,6.351169E-01,1.0879517E-01,3.6811829E-01
-5.2679481E+01,6.353885E-01,2.2018433E-01,3.6125183E-01
-5.2677650E+01,6.351712E-01,2.2659302E-01,3.5820007E-01
-5.2675819E+01,6.349403E-01,1.4297485E-01,3.6430359E-01
-5.2673988E+01,6.348860E-01,5.1422119E-02,3.6430359E-01
-5.2672157E+01,6.354699E-01,7.4920654E-02,3.6048889E-01
-5.2670326E+01,6.351576E-01,2.3880005E-01,3.6048889E-01
-5.2668495E+01,6.350354E-01,1.6250610E-01,3.6125183E-01
-5.2666664E+01,6.348860E-01,3.6468506E-02,3.6048889E-01
-5.2664833E+01,6.349946E-01,-3.2501221E-02,3.6201477E-01
-5.2663002E+01,6.342885E-01,-3.7078857E-02,3.6201477E-01
-5.2661171E+01,6.340712E-01,1.5411377E-02,3.6354065E-01
-5.2659340E+01,6.342749E-01,1.0055542E-01,3.6277771E-01
-5.2657508E+01,6.340983E-01,1.9943237E-01,3.6125183E-01
-5.2655677E+01,6.337860E-01,8.3160400E-02,3.6354065E-01
-5.2653846E+01,6.335144E-01,5.2642822E-02,3.6430359E-01
-5.2652015E+01,6.342341E-01,-1.5106201E-02,3.6811829E-01
-5.2650184E+01,6.341391E-01,5.3253174E-02,3.7269592E-01
-5.2648353E+01,6.341119E-01,1.0452271E-01,3.7040710E-01
-5.2646522E+01,6.337860E-01,2.4566650E-02,3.6888123E-01
-5.2644691E+01,6.336094E-01,1.5411377E-02,3.7117004E-01
-5.2642860E+01,6.330662E-01,-9.2926025E-02,3.6659241E-01
-5.2641029E+01,6.327267E-01,1.1749268E-02,3.6659241E-01
-5.2639198E+01,6.330934E-01,1.6494751E-01,3.6354065E-01
-5.2637367E+01,6.329168E-01,1.6342163E-01,3.6811829E-01
-5.2635536E+01,6.325230E-01,7.5531006E-02,3.6506653E-01
-5.2633705E+01,6.323465E-01,3.2196045E-02,3.6506653E-01
-5.2631874E+01,6.329983E-01,-1.3885498E-02,3.6582947E-01
-5.2630043E+01,6.326317E-01,5.9967041E-02,3.6354065E-01
-5.2628212E+01,6.329033E-01,1.5182495E-01,3.6582947E-01
-5.2626380E+01,6.326181E-01,1.5121460E-01,3.6277771E-01
-5.2624549E+01,6.326724E-01,7.4615479E-02,3.6582947E-01
-5.2622718E+01,6.319798E-01,-5.9661865E-02,3.7040710E-01
-5.2620887E+01,6.317489E-01,-2.8839111E-02,3.7040710E-01
-5.2619056E+01,6.319526E-01,7.8582764E-02,3.6735535E-01
-5.2617225E+01,6.315181E-01,9.0026855E-03,3.7117004E-01
